qiskit,shp_reduced,gleinig
247,6237,3645
247,6238,3563
247,6713,3602
247,6929,3577
247,6082,3700
247,6780,3590
247,6641,3587
247,6915,3572
247,6769,3622
247,6744,3674
247,7397,3563
247,6777,3625
247,5875,3599
247,6569,3603
247,6661,3535
247,5796,3617
247,6762,3641
247,6589,3518
247,6833,3703
247,6143,3506
247,6737,3621
247,6865,3629
247,6674,3577
247,6760,3712
247,6251,3758
247,6680,3707
247,6289,3545
247,7170,3463
247,6321,3563
247,6433,3627
247,6371,3548
247,6306,3609
247,6353,3619
247,7289,3657
247,6468,3508
247,6624,3548
247,6812,3563
247,7191,3459
247,6137,3677
247,7013,3524
247,6774,3554
247,7078,3645
247,5480,3745
247,6460,3702
247,6808,3448
247,6773,3696
247,6830,3667
247,6807,3460
247,7084,3516
247,6647,3523
247,7084,3603
247,6681,3620
247,6769,3435
247,7048,3519
247,6449,3699
247,6466,3586
247,6745,3647
247,6800,3732
247,6654,3707
247,6509,3540
247,6530,3897
247,6253,3522
247,6478,3539
247,6888,3584
247,7039,3551
247,6947,3517
247,6757,3601
247,7302,3669
247,6886,3638
247,6638,3516
247,6896,3550
247,6741,3634
247,6986,3539
247,6511,3552
247,6763,3605
247,7146,3660
247,6519,3517
247,6607,3611
247,6934,3622
247,6557,3634
247,6136,3620
247,6940,3503
247,6495,3731
247,6498,3559
247,6446,3627
247,6398,3481
247,6246,3540
247,6414,3572
247,6458,3567
247,5812,3548
247,6752,3628
247,6411,3570
247,6489,3674
247,6304,3619
247,6966,3689
247,7075,3602
247,6112,3572
247,6521,3534
247,7246,3521
247,6586,3646
247,6507,3679
247,6562,3651
247,6800,3607
247,6390,3681
247,6912,3490
247,6349,3714
247,6586,3642
247,6742,3491
247,6943,3658
247,6948,3685
247,6561,3553
247,6581,3625
247,5979,3683
247,6293,3589
247,6425,3609
247,6860,3748
247,6658,3540
247,6796,3626
247,6808,3551
247,6529,3622
247,6625,3567
247,6618,3527
247,6621,3592
247,6421,3559
247,6829,3625
247,5916,3511
247,6529,3582
247,6562,3593
247,6598,3738
247,6347,3712
247,7009,3662
247,6602,3624
247,6985,3599
247,6087,3656
247,7088,3528
247,6775,3830
247,6315,3524
247,6372,3553
247,6679,3684
247,6782,3509
247,6571,3608
247,6583,3499
247,6946,3424
247,6601,3493
247,6443,3444
247,6334,3730
247,6757,3428
247,6632,3606
247,6670,3541
247,6523,3545
247,6458,3584
247,6449,3572
247,6850,3584
247,6227,3567
247,6717,3525
247,6953,3603
247,7298,3536
247,6679,3770
247,6093,3532
247,6258,3498
247,6568,3570
247,7361,3586
247,6090,3591
247,6303,3628
247,6282,3813
247,6683,3727
247,5939,3474
247,6589,3678
247,6526,3506
247,6957,3450
247,6751,3748
247,6818,3775
247,6582,3564
247,6730,3553
247,6718,3654
247,6721,3551
247,6341,3760
247,6866,3496
247,6660,3656
247,6426,3549
247,7096,3544
247,6404,3689
247,6801,3677
247,5680,3576
247,6870,3598
247,6651,3489
247,6674,3573
247,6404,3589
247,7214,3648
247,6196,3574
247,6167,3712
247,6865,3519
247,6535,3806
247,7078,3692
247,6480,3491
247,6378,3560
247,6120,3590
247,7063,3655
247,6693,3588
247,6613,3587
247,6117,3553
247,6560,3529
247,6460,3641
247,6568,3511
247,6843,3549
247,6791,3540
247,6444,3672
247,6060,3595
247,7251,3396
247,6891,3616
247,6383,3631
247,7060,3735
247,6414,3575
247,6419,3654
247,6696,3752
247,6372,3497
247,6340,3569
247,6801,3665
247,5968,3623
247,6416,3724
247,5977,3669
247,6606,3443
247,6663,3663
247,7105,3602
247,6695,3482
247,6272,3599
247,7038,3729
247,6520,3508
247,7321,3666
247,6739,3625
247,6099,3685
247,6429,3743
247,6577,3602
247,6700,3631
247,6308,3684
247,6566,3571
247,6314,3594
247,6824,3782
247,6568,3548
247,6403,3487
247,7098,3727
247,6865,3711
247,7010,3638
247,6501,3585
247,6675,3781
247,6477,3628
247,6216,3560
247,6181,3536
247,6711,3639
247,6778,3624
247,7043,3646
247,6768,3601
247,6826,3720
247,6512,3564
247,6251,3693
247,6557,3598
247,6705,3628
247,6715,3629
247,6629,3637
247,6786,3607
247,6479,3639
247,6445,3527
247,6770,3467
247,6397,3706
247,6369,3679
247,6329,3587
247,6546,3699
247,6616,3604
247,6630,3553
247,6951,3539
247,6455,3522
247,6011,3573
247,5965,3489
247,6909,3707
247,7155,3632
247,6519,3595
247,5964,3548
247,6202,3554
247,6557,3678
247,6954,3539
247,6922,3636
247,6203,3568
247,6232,3499
247,6946,3646
247,7137,3731
247,6599,3602
247,6807,3630
247,6468,3643
247,6512,3629
247,6357,3544
247,6359,3482
247,6510,3501
247,6557,3531
247,5805,3516
247,6719,3697
247,6442,3595
247,6215,3475
247,6639,3711
247,6498,3689
247,6874,3594
247,6582,3636
247,7169,3642
247,6585,3706
247,6039,3734
247,6673,3621
247,6961,3473
247,6315,3506
247,5831,3694
247,6650,3503
247,6501,3548
247,6146,3505
247,6923,3698
247,6780,3685
247,6772,3497
247,6778,3594
247,6641,3595
247,6868,3538
247,6651,3642
247,6670,3598
247,6583,3582
247,6918,3561
247,6343,3531
247,6209,3605
247,6726,3533
247,6645,3626
247,6743,3649
247,6955,3614
247,6789,3755
247,6546,3690
