qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,random,random_reduced,graycode_reduced,gleinig,gleinig_qwalk,btree_qwalk,greedy_linear,hamming_weight_qwalk,greedy_insertion,brute_force_linear,greedy_tree
120,758,60,47,55,746,740,751,58,54,23,37,66,43,46,31,30,29
120,741,35,57,37,746,739,752,45,33,23,23,44,36,32,22,21,28
114,746,59,35,33,739,737,752,70,39,22,36,33,34,41,27,28,32
120,741,26,35,45,742,740,741,56,38,16,22,35,37,26,29,21,25
120,745,49,46,49,743,742,752,62,36,18,28,61,27,73,21,25,29
120,763,42,52,36,748,744,753,72,53,22,50,36,33,77,34,29,39
120,750,52,26,43,740,740,753,68,32,30,48,36,33,57,23,22,34
120,749,61,44,51,742,738,744,98,79,20,52,59,33,57,29,29,30
108,753,49,47,42,743,742,749,78,70,18,38,54,40,57,31,25,33
120,753,48,52,53,748,746,749,62,38,32,33,60,46,48,35,26,46
120,750,74,33,33,739,737,748,48,52,21,54,67,47,63,32,18,34
120,744,48,49,51,746,743,751,67,66,27,46,44,48,57,41,20,42
120,755,50,54,63,750,744,748,67,51,28,48,52,40,41,35,27,43
120,744,37,40,34,735,734,753,60,51,22,28,55,45,40,27,25,28
120,754,77,39,43,745,740,754,70,54,19,40,45,46,58,33,21,30
120,751,44,51,51,747,742,755,55,58,32,35,47,63,53,30,25,40
120,757,42,34,41,749,745,763,57,61,30,44,37,40,58,34,28,38
120,758,76,48,58,744,743,761,88,65,27,48,66,47,59,51,27,42
120,748,41,30,46,743,742,744,74,58,19,66,49,45,57,21,26,38
58,746,49,35,42,740,736,741,87,37,22,26,48,39,44,20,21,25
120,750,50,55,54,743,739,747,55,58,31,57,51,40,68,30,31,34
114,750,41,38,36,743,739,759,76,56,21,46,55,37,50,21,23,31
120,754,47,55,56,753,747,761,64,38,38,45,51,43,50,40,28,48
120,747,52,37,44,740,735,750,76,63,32,47,60,35,35,38,28,41
120,744,58,36,43,742,738,755,87,48,19,33,55,25,31,31,25,33
102,752,36,41,40,746,740,756,68,43,21,33,40,31,51,24,24,42
120,749,45,37,40,743,741,747,70,66,31,51,42,46,58,32,24,33
120,752,61,31,20,735,735,757,40,77,17,18,46,45,56,15,18,33
120,750,78,35,55,738,736,753,77,70,22,33,68,34,53,29,24,27
120,750,44,71,53,746,737,741,64,56,20,31,71,26,25,20,20,15
120,750,41,37,39,741,741,761,73,54,19,20,38,38,30,21,23,23
120,752,72,42,41,739,737,754,95,64,25,30,57,41,34,31,22,23
120,747,51,32,33,738,738,755,91,54,15,30,33,23,28,22,20,30
120,750,47,43,46,740,740,761,90,65,17,29,44,39,44,21,20,20
120,749,54,37,40,744,742,754,62,60,27,35,51,47,63,31,25,35
120,750,53,44,44,739,738,751,46,62,31,38,50,65,65,20,25,42
120,754,49,50,54,745,739,759,66,45,33,51,46,39,51,30,32,35
120,747,41,41,41,745,739,747,53,57,22,42,45,30,44,29,22,28
120,750,44,41,47,745,740,761,59,36,25,32,51,27,77,24,24,31
120,760,84,33,34,736,737,753,62,62,16,30,51,62,57,27,22,21
120,754,51,53,52,748,747,754,72,47,29,45,53,42,50,30,29,47
120,748,41,33,55,740,738,749,50,40,21,41,46,46,41,28,19,24
120,756,34,30,38,746,744,751,49,45,26,30,40,31,64,34,25,31
120,755,60,24,30,737,737,753,76,56,20,38,47,34,37,20,22,37
120,753,87,48,47,744,741,753,105,48,21,37,44,42,50,24,26,42
120,744,48,60,40,744,738,754,68,47,19,27,42,38,34,37,25,21
120,746,41,24,34,740,740,748,60,39,22,32,36,32,36,38,22,32
116,747,41,35,41,739,736,744,51,68,21,29,70,26,47,30,18,26
120,748,43,47,34,741,739,757,58,48,26,46,52,34,34,40,24,29
120,746,50,33,51,738,736,754,67,62,25,44,47,44,64,36,30,38
120,746,57,20,26,733,733,760,67,41,21,39,47,22,56,25,19,19
120,754,47,37,43,743,742,749,49,63,26,37,51,49,26,36,30,49
118,748,43,43,47,747,743,755,51,57,24,34,46,40,33,31,29,35
120,742,37,31,32,736,734,753,52,51,22,29,53,40,29,19,19,29
120,754,47,39,45,742,741,753,76,45,21,34,48,31,39,33,24,38
120,758,47,52,58,749,748,756,58,69,22,44,49,32,46,25,29,36
120,750,41,39,49,749,742,761,61,51,41,41,47,38,52,38,33,45
120,756,44,30,50,749,747,753,74,62,30,40,36,38,41,35,24,43
120,742,28,33,42,742,733,744,82,48,20,48,80,27,40,30,23,25
120,750,62,44,44,750,743,761,79,63,23,42,49,42,78,25,32,35
120,744,46,22,42,739,738,762,75,46,17,23,31,33,89,17,21,24
120,750,49,24,42,740,738,744,43,51,19,35,47,28,46,22,22,37
120,752,45,28,53,746,741,750,88,50,23,41,54,27,43,27,23,34
120,752,64,37,32,743,737,747,45,57,28,42,63,30,55,28,25,35
120,753,56,41,45,746,744,760,77,58,22,35,61,38,43,24,27,25
120,752,47,41,52,746,745,753,55,60,24,36,59,46,48,35,32,27
120,750,45,46,43,742,741,753,70,52,19,40,53,36,58,33,25,31
118,755,61,40,59,746,746,760,70,58,26,47,53,40,51,24,25,37
120,748,45,45,59,748,747,754,77,41,30,40,53,41,29,33,26,38
120,750,45,41,51,745,745,761,62,45,19,35,34,45,46,34,26,32
90,744,30,35,26,739,736,758,62,38,25,34,41,65,53,30,21,18
120,760,63,40,49,754,750,750,69,64,28,61,45,48,73,33,33,36
106,742,46,32,41,739,734,751,67,46,26,44,63,47,42,29,22,43
120,760,53,47,55,752,744,763,56,41,26,39,48,33,65,31,28,35
120,755,58,48,47,745,743,756,49,55,21,41,57,41,43,29,25,34
118,749,43,41,40,746,744,751,76,57,25,31,35,39,43,23,22,31
120,752,56,39,51,744,744,749,56,48,28,34,53,46,42,24,24,33
120,748,103,47,70,737,736,747,77,54,17,34,95,28,23,18,18,24
118,756,51,58,76,753,748,760,80,50,33,40,32,40,54,35,27,30
120,752,54,52,54,747,743,754,69,62,34,51,43,43,58,28,26,47
120,748,34,55,44,752,742,753,74,48,22,26,56,35,40,27,25,27
120,743,37,33,36,739,738,756,58,33,31,43,92,39,41,20,23,27
120,743,53,45,36,740,736,748,53,62,21,32,62,34,42,35,18,21
120,752,56,49,47,746,744,754,61,58,24,43,66,39,35,43,29,43
120,749,59,35,43,741,739,754,58,30,21,35,94,31,54,23,21,22
118,742,35,22,39,738,736,758,45,46,15,47,51,46,43,29,20,24
120,758,58,30,37,744,742,761,77,52,27,25,43,33,65,25,24,25
120,753,55,54,55,751,747,756,64,58,30,54,48,42,42,36,37,39
120,748,50,37,43,743,742,746,49,49,18,36,40,41,34,30,24,40
120,760,73,37,61,742,738,760,69,45,21,44,60,38,57,34,25,32
120,755,55,26,34,739,739,753,86,49,20,33,30,37,56,34,25,34
120,746,30,44,24,738,737,745,68,24,17,27,32,33,45,32,21,32
120,748,43,47,56,752,746,750,67,56,22,41,56,40,34,34,27,38
114,754,56,41,49,746,740,754,70,54,26,43,61,25,41,30,24,27
120,748,50,22,37,738,738,762,75,57,25,31,54,35,48,24,19,25
120,756,56,34,50,741,742,759,58,34,25,36,46,42,66,36,28,38
120,748,41,48,54,743,739,760,75,54,23,40,51,29,85,21,27,39
120,749,63,35,56,742,737,748,66,55,31,51,47,37,45,31,23,39
120,758,53,41,47,748,746,758,58,49,26,50,72,41,50,26,25,35
118,754,35,41,45,744,745,762,65,43,26,22,45,47,43,27,26,26
114,748,51,35,57,740,740,757,62,45,20,25,55,30,90,30,22,26
120,745,43,30,46,744,744,764,43,59,23,51,50,42,88,33,28,44
120,754,57,53,46,746,739,758,66,51,28,38,49,37,64,24,23,37
118,749,52,48,56,742,743,755,62,70,20,42,53,45,63,34,29,28
120,749,62,39,38,744,741,754,93,66,20,29,53,42,54,24,22,36
120,752,61,28,39,741,741,758,66,39,27,30,42,34,52,28,25,36
120,744,53,33,40,739,737,752,60,46,29,35,45,40,42,29,30,41
120,750,54,33,46,740,738,760,70,55,29,35,46,28,53,29,23,28
120,757,60,52,66,748,744,751,73,58,23,38,63,32,37,32,27,33
120,749,50,24,43,741,740,750,71,39,20,34,45,26,42,28,21,41
120,747,62,31,31,735,733,755,55,67,22,39,56,30,46,31,21,30
120,745,49,38,38,744,741,759,68,55,20,39,43,39,32,32,26,39
120,753,43,48,50,746,740,752,43,41,30,37,69,38,66,24,27,38
120,752,62,37,43,742,741,751,42,32,32,43,58,38,49,22,24,39
118,746,58,44,49,742,736,749,52,58,21,52,56,41,42,29,28,38
118,749,54,28,46,742,741,754,63,43,27,32,52,53,56,20,24,35
120,750,74,31,32,740,737,756,87,74,16,30,43,32,64,27,21,43
120,748,50,30,43,742,736,747,47,27,24,50,89,32,38,23,21,30
120,753,68,50,49,745,742,751,64,50,25,44,56,37,47,30,26,37
118,743,28,24,30,739,739,753,42,42,20,33,31,36,27,19,19,28
120,758,54,52,43,747,744,763,68,55,19,47,27,40,46,34,25,34
120,746,30,52,55,748,742,748,51,57,25,54,87,40,67,21,21,38
120,752,56,52,45,749,744,753,47,51,29,38,51,50,51,33,29,37
120,747,52,49,47,746,742,753,45,53,30,38,51,41,70,28,25,40
120,742,66,22,57,738,735,744,74,77,20,44,52,26,50,18,16,20
120,747,51,41,49,740,736,747,57,46,25,43,44,45,29,41,30,46
120,760,62,39,42,743,742,749,68,59,24,33,42,43,52,21,27,33
120,754,54,37,44,742,740,758,77,37,25,36,50,37,52,33,24,37
120,739,32,33,31,740,737,749,75,28,24,40,47,42,36,30,21,36
120,748,60,51,50,748,740,750,62,71,34,41,59,44,27,26,22,30
120,740,30,16,26,733,733,740,63,24,20,55,90,39,27,16,15,27
120,748,51,39,42,745,744,748,59,53,25,31,44,35,33,21,27,25
120,751,52,47,32,743,739,756,62,63,23,40,53,48,49,26,29,37
120,750,52,48,41,746,741,758,97,52,33,37,48,49,43,30,22,44
120,758,62,41,44,745,743,757,61,36,24,56,54,41,43,26,27,52
120,755,58,61,57,746,743,759,67,64,25,37,54,38,88,37,26,23
120,756,56,48,52,744,740,746,60,32,20,39,49,28,55,36,21,24
120,740,45,33,30,737,734,742,66,35,24,31,75,35,53,39,19,30
120,747,41,46,45,742,740,762,89,58,29,35,48,60,65,29,31,36
106,748,52,39,46,744,740,758,100,47,20,48,77,45,45,24,24,45
120,748,31,22,31,740,735,746,37,30,16,44,21,70,29,22,20,28
118,744,57,35,45,740,738,744,59,43,23,30,50,43,55,28,24,34
120,760,65,39,52,745,743,756,53,65,28,44,31,41,45,36,26,34
120,744,55,31,42,737,738,748,58,60,16,19,60,41,28,15,14,18
120,755,60,48,44,745,746,756,77,78,27,46,55,41,56,31,33,38
120,755,60,35,34,738,738,747,65,42,23,32,40,38,53,28,25,29
120,752,57,30,54,744,742,752,43,42,20,51,48,51,32,23,23,32
120,757,47,32,35,741,739,758,63,43,22,50,56,44,59,31,28,35
120,750,52,35,24,739,739,761,45,48,20,43,45,50,43,29,22,30
120,746,47,34,47,741,742,744,55,38,22,35,54,53,59,33,23,30
120,750,54,40,40,744,744,756,62,72,23,38,52,41,58,37,27,48
120,746,80,62,69,740,738,748,103,47,20,43,90,62,55,19,19,28
120,751,76,29,30,735,733,755,83,56,30,32,58,43,52,27,19,33
120,753,49,54,45,742,736,750,88,57,32,41,47,66,44,28,23,39
120,762,73,32,46,744,743,753,55,48,27,41,74,43,72,41,23,33
120,754,56,39,39,744,742,753,62,53,36,48,68,37,47,34,31,33
120,744,48,37,42,744,742,745,58,47,23,35,45,62,47,27,27,27
120,750,48,51,46,747,744,743,76,70,30,39,68,38,43,39,28,31
120,750,54,46,35,744,739,749,67,54,21,34,37,29,45,33,21,37
120,753,47,43,42,747,745,758,58,53,23,32,71,41,44,41,30,31
120,754,67,39,52,744,742,756,81,53,22,20,35,38,48,31,24,40
120,754,47,43,47,749,746,752,55,70,26,47,57,40,38,26,28,38
120,745,49,33,38,740,739,754,95,49,26,42,46,41,54,25,22,43
120,754,65,28,41,745,741,757,62,55,23,37,64,42,41,22,24,21
120,751,86,20,59,740,736,745,64,20,20,44,80,70,42,29,15,39
120,746,41,35,33,740,740,755,95,50,19,34,52,30,60,30,22,30
120,758,64,45,39,750,741,757,72,56,25,49,77,39,45,36,27,51
120,738,28,28,37,736,732,746,47,47,24,32,44,44,38,25,19,28
120,743,39,35,35,741,739,749,59,50,25,37,33,35,35,29,28,33
120,746,50,35,49,742,737,753,60,75,21,28,54,27,47,23,22,34
120,756,56,42,41,740,735,751,47,68,20,43,65,39,72,23,23,40
120,744,39,33,50,739,739,750,106,41,25,47,38,34,42,27,25,30
120,752,62,40,66,746,740,752,93,51,30,42,83,38,54,22,24,34
120,757,63,43,46,747,744,759,73,62,28,41,62,41,49,32,30,41
120,747,40,41,47,744,744,756,48,56,20,37,35,32,37,22,25,37
120,739,43,33,44,738,738,742,79,41,24,21,51,39,32,19,21,38
120,747,73,35,52,746,739,753,86,37,28,35,89,27,36,21,21,34
120,747,47,56,51,742,736,751,42,48,28,47,87,35,48,20,21,27
120,753,51,42,54,749,744,759,80,47,28,42,41,41,47,33,29,41
120,745,60,42,48,739,737,758,77,24,19,48,54,42,38,30,24,31
120,756,52,35,45,739,736,750,75,53,24,33,41,45,68,28,22,34
120,759,74,62,57,745,740,753,87,57,29,47,67,38,39,24,21,38
120,754,68,23,46,742,742,752,75,52,18,18,26,35,24,22,20,28
120,766,68,37,43,742,742,762,52,42,21,43,35,35,43,34,21,33
120,750,45,38,36,745,742,753,76,54,27,32,37,41,81,31,26,32
114,751,46,38,48,744,738,758,54,48,22,27,51,49,35,33,23,29
120,753,56,28,47,742,742,758,61,56,30,38,34,34,44,30,21,35
120,749,43,39,42,744,744,749,57,47,24,45,51,30,46,29,22,33
120,746,39,50,57,745,741,749,74,34,20,43,46,51,39,23,26,29
120,766,74,28,48,744,744,760,70,55,22,41,61,32,72,25,24,36
120,748,43,50,58,747,744,746,68,59,28,38,50,58,52,32,29,28
120,753,67,52,60,754,742,753,77,58,30,40,49,40,71,39,28,41
120,746,40,48,41,744,742,752,66,57,27,49,49,60,33,27,25,33
120,741,35,35,53,742,742,758,55,62,25,35,49,50,42,29,22,29
120,742,38,35,37,739,738,748,44,38,19,23,39,32,51,20,18,27
120,760,64,45,49,748,744,757,68,40,32,45,44,42,36,34,29,36
120,754,57,37,41,743,739,754,67,51,20,36,56,38,64,40,24,38
120,745,36,37,51,743,743,750,60,54,32,49,55,33,50,24,25,29
120,744,41,39,54,742,740,750,49,62,20,53,48,36,53,36,25,37
120,750,45,54,52,747,746,766,70,55,31,37,42,40,29,32,26,35
120,758,50,37,41,742,738,752,87,45,30,31,58,32,41,29,23,33
120,757,51,55,56,753,746,753,74,34,26,55,60,34,46,28,25,41
120,749,62,48,58,744,742,751,58,65,17,38,44,59,55,32,25,31
120,747,48,38,39,736,732,750,49,80,24,27,53,30,25,27,26,27
120,745,48,39,47,746,744,752,68,68,30,41,70,34,43,31,24,37
120,753,75,35,36,738,739,754,56,47,29,35,90,40,53,30,23,34
120,747,52,35,35,741,742,753,47,67,27,37,54,37,28,31,28,36
120,749,54,39,39,742,740,755,69,35,19,37,50,36,24,20,21,38
120,754,58,35,41,743,744,754,54,50,21,43,24,26,101,22,21,42
120,752,37,94,62,747,743,754,49,56,31,34,66,40,65,34,23,21
120,752,47,39,59,747,746,760,83,63,22,28,45,45,65,33,29,29
120,744,43,24,41,739,737,742,91,39,25,26,52,35,63,38,22,35
120,762,74,46,45,743,741,751,30,54,31,42,53,38,61,30,26,38
120,755,55,39,45,744,740,750,49,50,31,40,51,38,52,44,28,38
120,759,74,41,55,744,745,756,55,55,26,48,52,51,37,31,25,42
120,746,48,28,50,738,736,750,66,33,26,46,77,69,40,37,21,42
120,754,49,28,40,742,741,762,60,56,21,36,35,41,24,23,25,26
120,757,79,36,38,742,738,754,46,43,19,25,57,69,36,31,23,19
118,750,45,53,56,752,744,760,92,69,28,30,68,27,43,31,23,38
120,742,35,24,43,740,740,754,79,53,29,43,61,37,44,19,23,36
120,740,43,31,43,738,734,745,69,46,22,33,43,40,40,26,19,28
120,750,63,21,30,738,736,751,75,37,32,38,43,49,57,34,20,26
116,746,36,34,47,741,741,760,47,52,20,36,33,46,25,32,26,36
120,756,56,50,50,747,743,751,77,54,27,47,55,36,44,30,28,42
120,754,64,37,39,744,741,747,57,45,26,32,66,41,35,26,23,38
120,751,76,26,34,739,736,750,53,51,21,43,51,32,45,22,24,46
120,752,56,26,46,741,741,752,57,51,25,50,43,27,45,35,24,43
120,743,36,35,43,742,740,758,67,57,27,52,42,32,53,28,27,36
120,749,61,50,49,744,740,752,83,56,22,32,35,40,37,24,27,35
120,757,61,39,50,743,741,755,80,40,22,29,41,41,46,36,25,34
120,749,52,31,28,736,733,749,85,61,22,34,52,46,49,37,18,38
120,752,56,37,49,743,742,752,61,47,31,50,50,36,25,30,22,30
120,752,64,26,36,738,737,757,75,25,26,36,35,34,50,21,22,39
120,742,53,31,37,738,736,754,68,68,26,40,74,43,41,38,27,38
120,746,39,33,20,738,736,747,53,81,20,35,43,30,26,17,17,30
120,749,61,48,48,743,739,751,52,52,30,36,59,47,51,31,23,41
120,754,67,35,43,739,738,754,59,64,24,41,52,45,58,38,24,24
120,750,54,48,59,741,741,746,73,37,26,36,60,49,43,38,27,29
120,754,58,47,41,742,740,758,88,53,25,46,40,37,56,31,31,40
120,744,45,31,29,738,735,752,63,35,22,18,43,30,50,29,23,23
120,751,45,44,69,743,740,751,47,45,27,29,81,37,41,33,31,40
120,757,50,43,45,750,745,758,62,62,27,37,44,40,47,39,29,41
120,755,47,51,42,748,745,751,60,47,24,46,54,31,55,30,26,38
58,745,48,53,50,739,737,748,91,46,23,30,53,30,65,37,28,33
120,746,50,43,47,746,742,747,94,52,26,40,77,40,39,34,26,36
118,748,68,35,40,739,737,756,75,37,22,49,64,47,40,29,23,39
120,752,46,46,30,744,740,753,59,56,21,25,44,31,41,27,25,33
114,747,58,52,60,747,740,752,59,59,19,31,55,38,41,28,22,27
120,746,57,56,42,743,738,744,47,57,21,45,47,48,35,32,25,39
116,752,47,39,38,746,744,760,76,60,29,36,48,41,57,32,26,36
120,754,56,51,53,746,745,755,54,60,28,32,39,42,39,36,36,30
120,742,40,54,47,739,735,746,85,64,27,47,88,42,39,27,26,36
120,744,26,35,43,744,743,749,57,60,19,37,37,33,21,24,21,27
120,750,55,48,39,746,741,745,47,76,28,37,40,32,49,32,23,45
120,762,55,47,48,743,741,754,66,68,33,45,61,48,39,33,31,31
120,738,52,42,37,740,732,751,110,93,17,28,50,49,33,38,21,31
120,753,56,35,38,740,738,751,63,45,20,46,49,45,69,32,25,29
120,747,43,26,37,741,737,746,85,51,25,50,56,36,55,21,22,33
120,752,59,46,61,740,739,740,61,79,25,42,71,43,21,21,19,34
120,753,56,50,55,747,742,744,55,46,28,47,63,40,46,34,26,35
118,750,53,39,39,744,744,750,45,58,30,36,49,40,37,30,31,40
120,744,47,32,34,745,736,752,57,92,20,32,44,35,80,28,21,22
120,758,60,43,59,750,750,758,64,45,24,45,37,47,41,24,27,52
120,748,54,39,50,744,743,760,72,49,19,28,40,38,53,26,27,28
120,746,39,33,34,740,738,748,78,42,20,33,42,32,41,30,24,33
120,745,41,45,42,744,740,755,88,34,23,33,60,38,49,34,26,31
120,749,41,31,60,740,737,751,74,33,24,44,53,39,44,24,25,34
120,756,45,35,33,739,738,756,46,58,29,33,44,33,55,29,31,29
120,744,76,34,38,738,735,750,54,40,21,69,82,23,27,28,18,35
106,740,24,37,24,742,740,750,60,56,19,20,38,35,33,20,21,19
120,750,43,50,42,747,741,745,66,50,20,60,32,30,34,32,27,43
120,754,47,46,39,744,742,758,68,51,29,31,38,38,43,34,25,35
120,752,56,39,44,743,742,768,71,54,24,42,67,40,49,33,27,42
120,752,47,43,59,750,744,749,42,36,27,31,50,43,49,26,25,40
120,751,45,35,26,738,737,747,53,44,21,44,50,30,36,19,22,31
120,746,50,39,40,743,740,752,53,55,23,76,63,24,47,30,22,38
120,754,56,50,39,747,740,759,76,50,23,37,59,43,54,31,26,41
120,744,70,48,61,744,742,752,70,67,20,32,54,44,56,21,23,29
120,755,40,37,44,745,744,758,49,44,19,26,67,37,35,34,25,23
120,747,48,26,36,738,739,762,89,54,20,30,55,36,54,33,20,29
90,738,31,43,35,739,732,745,84,31,21,21,56,32,34,17,19,18
120,746,37,31,34,738,734,748,52,48,32,38,65,37,57,30,22,43
120,752,53,24,35,740,739,754,44,54,20,24,47,23,53,18,23,22
120,755,59,35,43,742,742,746,58,46,30,36,58,36,38,23,25,23
120,753,56,26,25,739,738,754,78,40,21,32,28,38,42,20,20,32
120,756,60,56,53,751,748,756,64,43,23,33,67,50,56,33,29,41
120,753,66,40,38,745,742,746,51,53,25,34,70,53,49,20,22,31
118,743,38,46,38,743,738,750,67,57,24,40,54,42,45,41,27,34
120,748,60,22,28,737,737,750,60,47,29,34,33,76,54,26,19,27
120,748,53,33,33,740,740,758,49,32,20,37,52,25,42,24,21,41
120,745,41,43,49,746,744,749,52,62,30,41,56,34,46,28,29,35
120,757,51,39,48,747,743,747,55,58,20,36,59,40,55,31,25,24
120,753,64,37,58,740,742,759,67,37,22,35,46,35,35,32,24,38
120,752,45,33,28,740,740,748,43,27,23,24,27,76,44,22,21,24
118,742,35,40,38,740,739,752,65,72,21,31,49,81,39,21,24,29
120,743,41,26,36,739,736,748,75,52,16,27,44,33,90,18,24,27
120,747,33,46,32,740,737,754,66,26,17,25,32,25,70,30,21,26
120,750,52,44,48,741,738,749,53,88,23,31,48,43,45,27,25,33
120,762,64,44,34,739,737,755,69,57,27,41,67,46,50,27,27,39
120,749,45,39,48,744,744,766,50,52,28,53,57,39,46,26,26,48
120,756,70,39,63,748,746,758,75,49,27,28,71,48,68,34,26,35
120,746,41,37,51,740,738,748,81,61,19,24,49,38,32,30,29,25
120,744,77,40,49,742,738,750,63,57,17,34,38,38,32,29,22,34
120,755,60,39,47,748,746,752,56,58,33,48,47,34,48,28,28,36
120,746,43,45,48,749,742,757,64,44,29,45,51,32,34,34,26,45
120,751,87,44,42,742,740,754,101,62,29,42,78,35,68,34,22,33
120,754,57,56,58,752,746,756,51,48,29,36,62,31,37,30,26,32
120,747,53,35,44,745,743,756,65,42,23,34,52,45,56,24,26,24
120,747,59,24,65,741,739,745,37,64,20,47,50,30,56,29,20,43
106,750,50,36,47,740,740,751,65,53,20,43,54,37,34,31,32,43
120,756,56,52,44,748,743,756,60,62,24,43,48,39,57,34,26,29
120,755,50,32,63,743,743,753,40,51,24,54,56,40,45,40,27,44
120,747,42,83,64,747,736,748,41,45,24,26,77,35,72,29,24,27
120,745,39,33,25,739,736,744,42,41,18,33,24,38,45,30,19,26
120,754,38,62,47,745,744,758,50,41,29,58,43,32,49,25,29,38
120,754,55,47,46,741,737,754,71,32,27,30,39,42,45,22,23,31
120,752,45,43,43,747,742,760,57,36,29,39,41,43,49,31,27,39
118,749,48,52,51,747,745,754,69,70,29,39,40,40,53,36,29,29
120,761,64,30,51,746,741,765,64,40,30,43,44,30,47,34,26,43
120,748,52,48,53,748,748,750,65,58,30,42,62,36,64,32,33,43
120,756,60,43,46,747,742,756,52,49,30,39,42,41,60,35,26,39
120,746,32,30,39,742,740,751,63,60,21,37,49,35,49,26,27,41
120,747,46,46,40,742,739,759,56,51,28,30,83,46,55,29,24,34
120,751,47,37,52,741,741,747,63,43,36,43,35,35,66,32,26,43
120,747,34,50,51,747,745,747,59,57,23,47,52,33,48,29,28,31
120,755,58,41,49,747,743,757,60,43,23,42,50,60,46,34,31,35
120,755,60,45,44,749,750,763,62,59,24,49,40,41,63,32,35,49
120,756,66,40,51,747,745,754,70,60,23,44,52,42,53,26,23,37
118,747,61,37,62,746,741,751,57,50,19,36,41,39,55,33,26,26
116,750,54,33,26,738,738,756,57,58,19,43,41,50,66,40,23,39
120,748,52,30,33,735,734,754,42,45,27,37,43,40,34,35,22,38
120,750,47,26,35,739,739,766,81,43,18,34,33,50,34,33,23,39
120,744,41,39,53,742,741,748,62,39,21,34,33,46,34,31,29,24
120,750,61,39,53,746,743,759,70,54,19,26,50,30,41,34,26,26
120,759,56,52,52,745,742,751,79,47,35,39,71,53,45,37,31,31
120,744,46,33,41,740,737,746,45,49,22,53,62,33,41,27,21,43
120,747,51,44,38,738,737,749,72,39,24,29,45,23,25,22,19,20
120,752,45,41,49,750,748,760,55,32,30,47,37,43,27,26,23,36
120,749,43,39,48,744,742,754,68,68,30,38,55,37,69,26,25,43
120,743,46,33,48,738,737,747,97,71,21,45,62,62,78,20,19,42
106,751,52,50,47,743,740,757,48,43,24,61,52,41,57,30,24,43
120,749,43,32,41,745,746,755,71,54,24,35,60,48,49,22,25,34
120,748,52,52,44,748,742,752,68,65,28,36,59,28,60,26,24,23
120,745,49,28,32,743,737,760,60,77,18,24,46,37,36,35,23,24
120,753,44,43,51,746,745,760,57,69,31,45,53,42,33,35,31,44
120,747,61,37,45,742,740,753,56,44,25,28,32,53,53,37,20,31
120,747,56,40,37,737,737,750,72,51,25,29,46,39,33,41,22,29
120,750,71,35,33,742,740,756,50,56,19,26,55,53,43,23,21,19
90,750,54,57,47,746,738,746,62,38,17,33,58,41,107,29,22,23
120,742,37,32,54,737,734,751,63,53,25,28,49,36,30,28,30,32
120,751,35,30,42,742,741,750,68,47,22,38,42,27,55,35,26,38
120,754,59,39,51,743,741,756,82,57,25,46,51,32,44,34,30,37
120,750,55,48,41,744,740,758,79,53,20,33,48,26,28,33,26,48
120,757,53,43,45,746,738,747,52,53,21,36,55,47,34,22,27,42
120,745,40,39,50,745,743,755,80,45,30,38,48,31,49,26,22,41
120,752,65,35,34,740,739,748,79,52,23,51,60,51,47,41,25,37
120,750,55,41,44,745,737,760,66,39,20,40,79,38,39,30,22,36
120,757,54,50,45,747,747,757,66,66,27,65,53,47,68,30,28,39
120,763,53,39,50,745,739,760,81,47,24,37,58,30,41,27,26,41
120,747,43,35,41,741,737,757,53,51,18,33,52,22,40,32,22,24
120,750,43,54,63,749,745,758,57,40,25,27,44,44,42,35,30,30
120,750,34,39,45,743,743,752,113,51,27,43,58,59,45,34,28,44
120,748,40,46,40,744,740,746,81,74,20,48,57,44,47,23,26,28
120,753,49,62,41,748,742,752,85,43,26,48,30,38,57,35,25,36
120,738,22,29,29,734,734,758,74,44,15,18,29,35,39,17,18,18
120,748,29,37,49,743,737,754,67,50,20,30,46,26,48,34,22,28
120,743,41,31,24,735,734,747,85,45,20,22,52,26,32,22,19,20
120,754,67,43,47,748,741,750,60,48,26,34,53,40,48,30,23,34
120,762,66,30,36,744,744,753,71,61,22,24,45,44,50,32,26,37
120,746,48,31,40,737,738,750,50,31,28,41,68,31,42,26,22,47
120,745,38,31,24,737,737,750,42,38,26,43,56,33,101,28,20,33
120,741,34,33,36,737,736,745,40,33,18,42,52,22,35,27,20,32
120,750,43,48,48,742,741,759,84,37,21,35,62,48,48,23,22,43
120,748,63,36,41,740,738,740,51,49,27,35,52,33,69,26,22,30
120,762,46,37,30,743,743,747,51,59,28,33,47,51,39,33,26,27
120,751,63,37,48,743,742,746,47,63,30,39,72,41,59,35,27,41
120,748,43,35,45,743,740,750,45,46,25,40,63,40,45,24,25,35
120,748,53,28,36,744,741,761,58,46,22,29,65,39,78,28,25,34
120,747,43,32,30,739,736,747,69,43,20,33,30,33,38,31,20,26
118,745,41,48,40,745,739,748,90,26,16,22,39,32,20,28,21,24
