qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,gleinig
11,120,23,12,11,116,117,6
11,116,13,6,13,113,116,4
11,124,18,14,18,120,126,6
11,120,24,6,23,115,119,7
9,117,12,8,12,114,117,5
11,119,10,10,10,116,117,6
11,126,20,14,24,119,124,8
9,124,18,14,18,120,127,6
11,121,19,8,14,114,118,5
11,128,20,16,16,122,122,7
11,118,12,6,26,112,121,5
11,120,17,10,14,116,118,6
11,120,18,12,22,117,118,6
11,119,23,8,18,115,118,5
11,124,18,14,22,121,122,8
11,124,14,14,18,120,123,6
11,122,18,11,12,116,119,8
11,119,15,10,10,116,116,5
11,123,9,12,6,118,117,6
11,124,16,12,14,117,118,7
11,121,16,8,16,117,123,8
11,117,12,12,24,118,115,6
11,121,16,14,20,119,122,9
11,117,10,10,10,115,118,5
11,123,18,8,11,115,121,7
11,122,17,8,14,113,119,5
11,122,27,23,14,119,118,8
9,122,16,12,20,118,116,6
11,122,17,8,12,115,119,5
11,120,7,10,10,116,116,5
11,118,14,12,14,115,118,6
11,120,15,12,14,117,120,8
11,122,14,14,14,119,121,10
11,122,8,10,14,115,116,7
11,125,18,14,18,118,123,6
11,118,12,14,12,117,120,9
11,121,14,7,19,117,122,7
11,123,8,8,8,113,120,5
11,123,27,10,26,116,124,6
11,123,16,6,14,113,118,8
11,121,16,14,12,117,120,7
9,121,14,4,10,113,116,6
11,118,14,12,14,116,118,6
11,121,14,14,14,118,122,6
11,118,14,12,14,115,118,6
11,122,14,15,12,116,121,8
11,119,14,14,25,121,121,6
11,128,22,14,19,119,117,8
11,130,26,12,12,116,117,10
11,120,21,10,10,114,117,9
11,121,14,13,27,117,120,6
11,121,17,8,12,115,119,5
11,120,16,11,12,116,118,8
11,118,12,6,14,113,118,7
11,118,14,10,14,119,124,7
9,115,8,8,12,115,118,5
11,122,27,10,8,117,115,6
11,125,19,10,10,116,116,7
11,120,11,10,25,118,121,7
11,130,26,12,14,117,119,5
11,118,6,8,11,114,122,5
11,119,10,12,20,118,123,7
11,120,25,12,22,117,119,6
5,120,14,8,12,115,119,5
11,123,16,14,20,120,121,8
11,117,4,13,10,113,121,5
11,124,15,10,14,114,118,4
11,127,21,10,12,116,116,7
9,121,15,10,14,115,121,4
11,126,20,8,18,116,122,8
11,122,9,14,6,119,118,7
11,123,10,8,12,119,119,7
11,119,12,8,12,121,124,8
11,120,16,14,21,115,118,8
11,122,14,7,22,117,119,7
11,119,16,14,12,119,122,6
11,119,12,12,12,119,123,6
11,126,20,14,20,118,121,6
9,117,12,12,16,115,117,6
11,126,19,10,12,116,116,7
9,123,27,6,8,113,115,6
11,117,12,8,24,116,122,6
11,122,16,10,18,117,127,8
11,127,31,8,12,114,118,8
11,122,16,10,26,118,123,6
11,122,13,15,12,114,120,7
11,118,12,6,12,118,120,7
11,118,13,7,20,116,118,6
11,117,12,10,16,114,115,5
11,123,6,10,6,117,123,6
11,126,18,14,16,122,123,6
9,116,12,10,26,116,121,6
11,122,18,14,22,118,124,9
11,122,17,10,10,117,117,5
11,120,16,10,14,117,118,6
11,121,16,6,19,117,122,7
11,120,13,10,13,114,120,7
11,126,14,12,8,117,119,6
11,118,10,8,9,114,115,5
11,119,14,6,14,113,119,6
11,122,16,18,18,120,121,7
11,119,12,12,19,117,122,8
11,121,16,8,16,115,121,7
11,117,8,6,8,114,116,6
9,119,10,6,22,115,117,6
9,122,10,12,12,117,120,6
11,118,8,15,12,115,120,6
11,122,25,10,14,116,122,5
9,119,16,12,16,116,118,7
11,124,12,14,10,121,129,7
11,119,6,10,6,116,122,5
11,120,14,12,14,116,117,7
11,124,18,12,10,118,116,6
11,117,14,8,14,115,117,5
11,120,13,10,13,114,120,7
11,116,10,10,10,115,120,5
11,120,25,10,17,115,116,7
11,118,12,12,12,117,118,7
11,115,12,10,10,114,112,5
11,127,21,16,20,119,124,7
5,118,10,6,8,113,118,5
11,124,18,14,22,121,122,8
11,120,15,10,12,114,124,5
11,114,10,4,10,113,114,6
11,123,16,14,10,117,116,6
11,124,12,10,10,116,118,5
11,119,23,10,4,115,116,4
11,122,14,10,13,115,118,7
11,119,12,6,23,115,118,5
11,120,16,12,16,116,118,5
11,122,16,10,10,117,118,6
11,128,33,8,12,115,119,8
11,117,14,12,14,114,117,7
11,120,5,8,8,115,119,4
11,118,14,12,6,117,118,5
11,120,6,8,14,113,120,4
11,121,15,14,14,118,118,6
11,117,12,12,12,117,119,4
11,115,14,6,14,114,115,9
11,122,18,10,23,117,123,6
11,126,22,10,14,116,117,7
11,123,16,16,22,121,124,8
11,122,10,12,10,117,121,8
11,121,14,8,8,115,121,6
11,126,22,14,18,121,126,7
11,121,16,14,20,119,122,9
11,122,27,14,25,118,122,6
11,121,10,8,12,117,120,7
11,123,8,8,12,118,119,7
11,122,16,14,20,117,121,7
11,123,27,12,10,117,116,6
11,122,15,12,19,117,119,6
5,119,4,6,4,113,119,5
5,119,4,6,4,113,114,5
11,128,14,12,11,117,122,7
11,125,18,10,12,116,118,9
11,122,16,8,12,114,118,6
5,117,10,6,9,113,120,3
11,122,18,10,14,113,119,5
11,120,25,10,17,115,119,7
11,119,12,8,12,117,119,6
11,122,15,17,15,121,123,6
11,120,25,10,22,117,122,5
11,127,18,10,18,119,129,8
11,126,20,14,14,116,121,6
11,119,16,10,26,116,121,7
9,123,14,10,14,113,120,5
11,123,6,10,18,118,124,5
11,120,16,8,14,114,118,5
11,122,16,10,18,118,123,7
11,120,18,10,14,114,121,5
11,125,20,10,12,117,118,7
11,122,25,26,26,121,121,6
11,127,13,14,8,120,115,7
11,117,12,10,8,117,121,6
11,121,15,8,23,115,119,8
11,117,12,10,10,113,115,5
11,121,16,8,16,117,126,6
11,122,14,7,15,117,125,6
11,117,23,21,24,118,118,5
11,126,20,14,22,118,124,9
11,128,24,18,18,121,126,7
11,118,12,8,16,114,120,5
11,125,12,14,10,118,116,7
11,117,14,10,15,115,115,5
11,119,15,12,14,115,117,8
11,120,14,10,10,118,122,7
11,126,11,14,11,121,126,9
11,127,18,12,12,116,117,6
11,120,15,12,14,117,118,8
11,119,14,14,10,118,118,9
9,122,16,14,14,117,121,7
9,122,7,12,4,118,117,5
11,126,20,10,14,117,119,6
11,120,13,8,12,114,124,3
11,121,14,8,14,118,119,8
11,123,16,6,14,118,122,7
11,126,18,14,16,122,121,6
11,121,8,8,19,117,119,6
11,126,10,12,16,121,122,8
11,120,18,12,14,117,118,6
11,122,16,10,14,114,121,5
11,121,21,10,10,116,116,8
11,123,10,8,14,118,115,7
11,117,10,10,10,116,119,5
11,120,23,6,12,114,116,7
11,122,16,13,20,118,119,8
11,123,16,14,22,118,122,6
11,118,8,6,10,115,119,5
11,125,12,12,14,120,122,6
11,120,25,14,14,118,122,6
11,115,23,21,24,116,115,7
11,117,14,12,14,114,117,8
9,120,13,10,8,113,119,7
9,119,4,6,4,114,119,5
11,125,14,12,8,117,119,6
11,124,15,10,14,114,118,4
11,126,18,16,14,121,127,7
11,118,12,6,13,115,118,7
11,121,16,10,14,116,119,6
5,120,11,20,17,119,118,5
11,116,11,11,11,116,118,4
11,118,10,6,16,114,120,5
11,125,9,10,10,119,122,6
11,118,10,10,10,117,120,5
11,124,12,14,8,120,117,9
11,123,10,8,19,119,120,7
11,123,16,6,13,115,118,9
11,127,21,12,8,119,113,5
11,121,14,14,14,119,120,8
11,117,14,8,14,115,117,5
11,126,18,14,16,121,123,7
11,121,12,12,10,117,118,6
11,122,16,10,14,115,116,7
11,121,16,14,16,116,123,7
11,121,10,14,14,120,123,7
11,120,27,12,23,117,118,7
11,125,14,12,8,117,118,6
11,126,29,12,8,118,114,5
11,119,13,8,14,116,122,5
11,123,18,14,14,120,129,8
11,122,16,8,10,115,122,8
11,118,22,8,6,114,111,4
11,124,12,14,12,121,124,7
3,119,11,6,10,113,114,3
11,123,18,8,18,117,123,6
11,123,16,12,12,119,122,6
5,116,10,10,9,114,116,5
11,116,10,6,10,114,116,5
11,122,16,14,22,117,122,7
11,121,15,10,16,114,121,5
11,118,17,4,11,115,120,4
11,126,19,12,8,118,114,8
11,126,22,16,18,119,123,8
11,119,12,12,12,117,116,5
11,117,14,6,14,115,117,7
11,117,12,10,7,114,114,5
11,122,16,13,27,118,116,8
11,120,25,12,20,120,119,6
11,123,16,10,14,115,117,7
11,123,16,14,10,117,116,6
11,119,12,6,10,113,119,5
11,115,14,12,16,114,116,6
11,119,16,10,26,117,117,6
11,117,14,12,14,115,117,8
11,121,12,12,10,115,118,7
11,115,12,12,11,116,117,6
9,116,12,10,10,115,116,5
11,117,14,6,14,114,117,5
11,118,10,6,13,115,118,7
11,118,14,10,14,115,123,7
11,114,10,8,9,114,116,5
11,117,14,8,14,115,117,10
11,121,19,14,16,118,118,6
11,122,9,14,10,118,116,6
11,116,10,8,9,114,114,5
11,122,27,23,20,119,120,8
11,120,14,12,10,118,123,8
11,119,11,6,10,114,119,5
11,126,20,18,21,121,122,7
11,117,14,6,14,114,117,7
11,131,26,12,12,117,121,5
11,118,15,10,10,116,117,5
11,126,20,16,18,123,119,8
11,121,16,8,20,116,120,9
11,126,20,14,24,119,124,8
11,117,4,6,10,114,122,5
11,122,25,6,23,113,118,5
11,124,19,10,14,116,117,7
11,122,27,12,20,119,118,6
11,121,23,10,13,116,117,6
11,119,10,16,14,119,121,6
9,124,10,14,12,118,121,6
11,121,12,8,12,117,122,6
11,127,22,12,16,116,119,6
11,122,15,8,12,113,119,5
11,126,20,12,17,117,121,8
11,122,17,10,14,116,117,7
11,118,4,6,4,113,118,4
11,124,18,10,12,116,116,7
11,117,6,4,4,113,115,4
11,121,18,10,16,115,121,5
11,126,10,12,22,121,128,8
11,121,25,14,8,119,120,5
11,119,15,8,15,116,119,6
11,120,14,12,16,117,122,7
11,117,14,8,14,114,117,5
11,121,16,14,14,119,122,6
11,123,16,12,14,116,117,6
11,123,8,8,8,116,123,7
11,121,16,12,16,117,125,6
11,120,21,10,10,114,117,9
11,120,25,10,12,117,119,6
11,117,12,12,17,116,118,6
11,117,12,10,9,114,114,5
5,118,20,10,4,115,115,4
11,117,22,6,22,115,117,5
11,122,18,12,14,115,117,6
11,119,17,4,4,112,119,4
11,126,22,14,16,120,120,7
11,117,10,12,25,117,123,6
11,127,21,10,12,116,117,7
11,117,12,10,13,116,117,6
11,118,6,8,13,114,122,5
11,125,18,10,12,117,118,6
11,123,16,12,20,118,122,7
11,125,18,12,12,116,118,6
11,120,5,8,8,115,119,4
9,117,10,10,10,113,113,4
11,121,14,8,19,116,122,7
11,117,12,12,24,117,118,7
5,118,10,8,10,114,113,5
11,122,27,12,20,119,118,6
9,122,16,10,14,115,116,7
11,119,16,12,20,115,121,6
11,124,18,14,14,118,118,8
11,120,12,10,18,117,123,6
11,122,18,12,14,115,118,6
9,119,24,8,4,114,117,4
5,114,8,6,8,113,114,4
9,123,16,12,14,116,122,6
11,117,14,14,23,117,117,6
11,122,26,14,18,118,120,6
11,120,23,8,24,115,121,5
11,121,12,12,10,115,118,7
11,120,15,14,16,117,120,8
11,124,18,12,10,118,117,8
11,124,18,18,12,121,121,8
11,117,14,6,14,114,117,8
11,128,20,14,18,120,121,7
11,122,16,14,16,121,121,7
11,118,16,14,14,119,120,6
11,117,14,14,20,115,117,7
11,119,13,8,14,116,122,5
11,121,14,14,14,119,120,8
11,129,33,10,10,115,116,8
11,122,27,6,14,116,117,7
11,122,16,10,14,114,123,5
11,125,31,8,12,113,118,8
11,120,16,10,10,114,114,4
11,118,12,8,12,112,118,8
11,120,27,14,28,117,119,6
4,119,11,6,8,113,116,3
9,115,10,6,9,111,120,3
9,121,17,8,6,115,111,6
11,123,16,16,22,121,124,8
11,125,29,12,14,116,118,7
11,121,16,8,16,117,126,6
11,116,13,8,14,113,121,5
11,116,12,10,10,114,114,5
11,126,22,12,14,116,117,9
9,124,18,12,10,117,115,7
11,124,9,10,12,116,118,6
11,117,10,10,9,114,114,5
11,117,14,12,14,114,117,8
11,125,18,14,18,118,122,7
9,118,10,10,10,116,119,6
11,119,22,8,12,115,116,4
11,120,14,12,10,117,122,7
11,117,14,12,14,114,117,8
11,120,16,12,14,116,124,6
11,117,16,10,26,116,121,7
11,117,23,21,24,118,118,5
11,126,20,18,18,121,122,7
11,119,16,14,12,117,116,6
11,118,25,12,22,117,118,6
11,119,4,6,4,111,119,4
11,118,14,12,14,116,119,7
11,122,6,8,8,116,122,5
11,122,16,14,20,116,119,7
11,118,12,12,24,117,116,6
11,120,16,16,16,119,122,7
11,118,12,12,12,117,117,7
11,118,12,8,14,114,120,5
11,127,20,13,20,117,120,7
11,122,16,10,10,117,118,6
11,115,23,21,24,116,116,7
11,119,21,10,22,117,120,8
11,124,16,10,14,120,126,7
11,124,10,8,14,118,121,6
11,122,15,17,15,121,122,6
11,120,24,6,23,113,118,5
11,123,17,13,14,118,120,9
11,121,14,7,16,117,122,7
11,128,33,8,12,115,119,8
5,118,10,8,7,114,114,5
11,122,16,8,16,116,122,8
11,122,16,14,18,117,125,6
11,120,18,14,20,117,120,6
11,121,16,12,18,117,122,8
11,126,18,13,14,118,120,9
11,126,19,12,10,120,120,8
11,117,4,6,10,114,122,5
11,121,16,16,23,121,120,8
11,117,12,12,24,117,118,7
11,117,12,12,12,116,119,4
11,117,8,4,10,114,119,6
9,123,15,8,12,115,118,5
11,127,31,8,12,114,118,7
11,122,16,8,16,114,121,7
11,120,16,12,14,116,117,5
11,124,26,14,23,120,118,6
9,119,17,4,4,114,119,4
11,121,26,8,23,115,119,6
11,122,18,12,14,115,117,6
11,117,14,12,14,116,117,7
9,115,14,10,10,115,117,5
11,121,16,13,20,117,121,7
9,117,10,8,10,114,114,5
11,125,19,10,10,116,115,7
11,127,31,6,14,115,118,10
9,117,10,10,10,113,116,4
11,122,9,14,10,118,116,6
11,126,31,8,12,114,118,7
11,120,16,11,12,116,118,8
9,118,12,8,12,114,122,5
5,116,11,6,15,115,118,5
11,125,13,12,14,117,118,7
11,124,20,14,23,118,121,6
11,123,7,10,10,117,114,5
9,117,10,10,10,115,117,4
11,123,18,12,28,118,126,5
11,120,23,8,24,115,122,5
11,123,20,12,12,120,122,6
11,121,18,12,14,115,117,6
11,125,30,14,23,119,122,7
11,122,18,16,22,121,123,7
9,122,18,14,14,116,117,6
11,119,22,8,23,115,121,5
11,122,16,10,20,117,124,6
9,121,6,10,6,116,116,5
11,116,4,6,17,111,121,5
11,125,15,14,21,119,121,6
11,124,18,12,22,119,127,9
11,117,4,4,4,116,119,4
11,123,18,13,20,118,119,7
11,121,18,10,14,116,118,6
11,120,15,10,12,114,124,5
11,122,16,10,16,116,121,8
9,122,16,8,18,116,122,7
11,121,14,14,12,117,115,7
11,123,16,12,14,116,119,8
11,118,13,6,13,113,118,4
9,117,12,10,10,114,116,5
11,123,18,8,11,115,121,7
11,124,17,8,15,116,120,8
11,117,10,8,8,113,117,5
9,118,14,6,14,114,118,6
11,128,20,12,14,118,121,7
11,119,22,8,23,115,121,5
11,127,18,12,12,116,117,6
11,119,16,13,20,117,119,6
11,120,14,10,24,118,122,7
11,122,16,10,22,118,123,7
11,119,16,12,12,117,123,6
11,116,10,10,10,115,120,5
11,117,4,4,4,115,118,4
11,126,20,14,19,119,126,9
11,118,4,13,10,116,116,5
11,120,16,16,21,119,121,7
9,117,8,6,10,115,115,5
11,122,16,12,14,117,118,8
11,118,14,6,14,111,118,6
9,115,10,8,7,114,114,5
11,121,15,12,10,118,120,6
11,121,18,12,14,116,118,7
11,119,10,8,24,116,122,6
11,124,18,14,18,119,125,7
11,119,12,12,12,118,124,8
11,122,27,10,8,117,115,6
11,117,13,6,13,115,117,5
11,120,14,12,22,117,124,7
11,120,23,8,24,115,121,5
5,116,11,6,18,115,118,5
11,121,16,12,20,119,122,9
11,122,25,6,23,115,118,7
11,122,27,6,8,113,115,6
11,124,20,14,14,117,121,6
11,122,8,10,14,115,116,7
11,118,14,8,16,115,122,5
11,121,16,8,12,114,118,5
11,127,21,10,12,116,116,7
9,120,14,10,14,115,117,5
11,124,19,14,14,118,120,9
11,127,31,8,12,114,118,7
11,128,20,14,20,121,122,7
11,118,12,8,12,115,118,7
11,118,10,8,16,116,120,6
11,122,16,10,10,117,118,6
9,122,15,12,12,118,119,5
11,119,12,6,12,113,119,4
11,119,16,12,16,117,119,7
11,125,15,14,12,119,121,6
11,120,10,6,23,118,120,7
11,126,22,14,26,120,125,7
11,122,18,10,14,116,117,8
11,115,11,11,11,114,119,4
11,120,16,12,17,119,122,6
5,118,21,4,10,113,114,6
11,123,16,6,14,113,118,8
11,117,12,8,12,114,117,5
5,116,12,10,10,115,115,5
11,124,12,12,18,118,123,6
11,123,16,14,10,117,116,6
11,118,14,12,14,116,118,6
11,124,15,10,14,114,118,4
11,120,25,12,22,117,118,6
9,120,15,14,16,117,120,6
11,113,20,6,17,111,116,5
11,117,14,8,14,115,117,10
11,118,6,8,11,114,122,5
11,124,17,8,15,116,120,8
11,121,15,12,10,117,119,7
11,121,18,8,22,117,121,6
11,117,12,6,12,115,120,7
11,120,14,8,12,119,123,8
11,116,12,8,12,114,116,5
11,121,24,12,23,119,121,6
11,121,7,10,4,116,115,5
11,122,16,16,18,119,121,7
11,115,8,6,8,113,115,4
11,122,27,6,8,113,115,6
11,119,14,6,14,113,119,4
9,118,12,6,12,113,118,4
11,121,14,8,12,115,119,5
11,118,14,6,14,114,118,5
11,119,15,8,10,114,117,4
11,118,12,8,12,114,118,5
11,125,18,8,8,120,120,6
11,122,16,10,22,117,124,6
11,120,25,10,22,118,118,6
11,122,16,14,14,119,121,10
11,123,26,27,23,121,122,7
11,122,18,10,20,116,117,5
11,124,12,12,14,120,122,7
11,119,15,12,14,115,117,8
11,125,28,12,14,117,118,7
5,123,10,10,8,115,119,5
11,118,14,6,14,111,118,6
9,122,16,14,14,117,116,6
11,117,14,12,23,117,118,7
11,117,12,8,16,116,121,6
11,128,20,14,24,120,122,7
11,119,14,14,25,121,119,6
11,121,17,8,12,114,117,5
11,122,10,12,14,117,123,8
4,119,11,6,10,113,116,3
5,119,12,6,12,115,119,5
9,118,11,10,10,115,115,4
9,118,12,8,12,114,122,5
11,123,18,14,20,119,121,7
11,122,18,10,6,113,122,5
11,126,20,14,14,117,121,6
11,119,12,12,14,117,119,6
11,122,18,10,14,121,124,9
11,125,12,12,8,117,120,6
11,120,18,10,14,116,117,6
9,114,8,6,8,111,114,4
11,113,4,4,4,113,114,4
11,122,8,10,14,115,116,7
11,123,17,10,8,117,114,6
11,122,18,8,15,116,122,8
11,128,20,14,20,118,128,7
9,117,12,8,12,114,117,5
11,121,18,14,12,117,120,7
11,121,18,12,14,116,118,7
9,118,12,8,12,112,124,5
11,118,10,15,12,115,119,6
11,121,26,8,23,115,120,6
11,117,10,6,16,114,120,5
11,122,16,8,12,115,116,5
11,126,20,18,18,120,121,8
11,118,12,12,12,117,123,6
11,124,11,14,14,119,125,9
11,118,12,12,14,117,122,6
11,125,22,16,18,119,121,8
11,124,19,14,18,118,120,9
11,123,18,14,16,120,127,8
11,118,12,8,12,114,118,5
11,117,12,10,10,113,115,5
11,123,18,8,9,115,121,7
11,119,22,8,23,115,121,5
11,120,16,12,6,116,117,5
11,121,16,8,16,117,126,7
11,117,13,6,13,115,117,5
11,123,16,10,10,116,122,5
11,118,12,6,13,115,118,7
11,119,9,6,10,117,116,5
11,124,16,8,14,116,121,7
11,124,18,14,20,119,124,6
11,123,16,16,20,120,123,7
5,116,12,10,10,115,115,5
11,120,25,10,12,116,116,7
11,124,27,10,10,116,115,5
11,117,5,4,4,115,118,4
11,126,8,8,8,116,121,8
11,118,14,8,16,115,121,5
11,124,21,10,10,114,116,9
11,126,16,14,16,121,121,7
11,121,23,8,24,114,122,5
11,117,14,10,14,115,117,7
5,116,12,10,10,115,115,5
9,122,16,12,11,118,118,6
11,117,14,6,14,114,117,5
11,118,6,8,6,114,121,5
11,121,23,10,11,116,117,6
9,115,12,6,17,114,118,5
11,118,5,4,4,113,116,4
11,121,16,10,10,117,118,5
11,123,14,14,14,120,121,7
11,122,16,10,18,117,124,6
9,114,10,4,10,113,114,6
11,123,16,14,22,120,121,8
11,120,24,6,23,115,118,7
9,123,18,10,14,115,116,7
11,120,11,10,25,118,121,7
11,122,16,12,14,115,124,5
11,118,14,6,14,115,118,6
9,120,14,10,14,115,120,5
9,115,12,6,10,114,118,5
11,117,14,12,24,117,117,7
11,120,6,8,8,114,119,4
11,120,25,12,6,117,119,6
11,121,14,12,14,115,117,9
11,121,14,15,22,116,121,8
11,119,12,8,10,115,115,4
11,123,16,16,18,121,124,7
11,118,14,6,14,113,118,6
11,117,14,10,12,115,117,5
11,122,16,8,16,116,122,7
11,127,12,12,24,119,130,7
5,123,10,10,6,115,120,5
11,121,15,11,17,116,118,6
11,121,15,11,17,116,118,6
11,127,18,12,12,116,117,6
11,122,16,14,18,118,125,7
11,124,27,10,10,116,115,5
11,123,16,12,14,118,122,9
11,119,12,12,14,117,120,6
11,118,13,8,12,113,122,3
11,120,16,10,14,117,118,6
11,123,16,10,14,116,122,5
11,120,18,16,20,119,120,8
9,119,4,6,4,113,119,4
11,124,27,14,16,117,117,6
11,121,19,8,14,114,118,5
11,125,31,8,12,113,118,8
11,118,14,6,14,114,118,5
11,118,24,6,24,113,118,5
11,122,8,8,8,115,122,6
11,120,18,14,22,117,120,6
11,124,15,10,14,114,121,4
11,127,31,8,27,116,121,7
9,122,16,12,11,118,122,6
5,117,11,6,12,115,119,5
11,120,23,8,12,115,115,6
11,122,27,13,26,117,121,6
11,124,18,12,18,121,123,7
11,121,15,8,12,112,118,5
5,119,13,6,8,113,114,4
9,124,18,12,10,117,115,7
11,120,18,12,22,117,119,6
3,119,11,6,10,113,114,3
11,119,14,12,6,116,117,7
11,121,18,14,14,117,120,8
11,123,12,10,10,114,118,5
11,121,16,8,12,114,118,5
11,119,13,8,12,115,122,3
11,122,17,8,12,115,119,5
11,122,15,14,10,118,116,6
11,118,14,6,12,116,116,5
11,119,10,16,11,119,119,6
11,125,27,10,10,116,116,5
5,115,4,4,4,113,116,4
11,120,15,13,27,118,119,7
11,118,13,6,8,113,115,4
11,130,16,8,8,116,121,7
11,123,18,10,10,116,123,8
11,120,16,10,20,115,122,7
9,120,13,10,13,113,119,7
11,118,12,12,12,116,118,7
11,119,12,10,12,117,121,6
11,118,14,12,14,116,118,6
11,119,12,12,24,119,119,6
11,126,20,8,18,116,122,8
11,126,18,14,16,122,121,6
5,118,20,6,17,114,118,5
9,122,18,10,14,115,116,7
11,129,18,12,14,117,119,9
11,116,11,11,11,115,118,4
11,127,21,10,12,116,116,7
11,125,29,8,25,116,123,7
11,117,4,4,4,115,118,4
9,120,20,10,14,116,118,4
11,117,14,6,14,114,117,7
11,124,8,12,10,117,115,7
5,115,10,8,9,114,115,5
9,122,16,10,16,115,118,4
11,126,20,14,22,119,122,9
11,118,12,6,24,113,120,5
11,122,27,8,14,115,118,7
11,122,17,10,10,117,117,5
11,123,16,10,14,114,123,6
11,124,18,12,10,118,117,8
11,122,15,17,15,121,121,6
11,124,18,16,19,118,122,8
11,120,16,12,12,119,123,6
11,121,17,10,10,117,117,6
11,118,14,6,14,114,118,5
11,120,20,10,10,116,118,5
5,120,14,4,10,113,115,6
11,122,17,8,12,115,119,5
11,125,18,10,12,116,118,9
11,124,20,12,12,118,122,6
11,117,14,14,23,117,119,6
11,118,12,10,15,117,121,6
11,121,26,10,24,119,120,7
11,125,17,10,12,116,118,6
9,115,10,6,8,111,120,3
9,118,12,8,12,114,122,5
11,121,18,12,14,115,118,6
11,116,4,6,17,111,121,5
11,121,14,10,14,117,115,5
11,121,16,12,10,114,119,8
11,121,14,14,12,117,115,7
11,121,27,8,24,115,120,7
11,121,25,14,8,119,120,5
11,126,12,14,8,119,117,6
11,116,12,12,24,116,118,6
11,120,15,13,27,118,119,7
11,130,16,8,8,116,121,7
9,118,20,10,4,113,116,4
11,130,26,12,22,117,122,5
11,121,18,14,20,117,120,8
11,116,12,8,12,114,116,5
11,116,10,6,22,113,121,5
11,126,29,12,16,120,123,7
11,122,25,6,14,113,119,9
11,123,18,14,20,119,121,7
11,119,14,12,12,115,120,5
11,117,14,6,14,113,117,4
11,124,27,10,22,116,122,7
9,112,10,4,10,113,112,6
11,120,10,6,17,116,121,6
11,121,16,6,19,117,121,7
11,118,6,15,12,116,119,6
11,127,20,18,18,122,122,8
11,123,16,12,14,116,117,6
9,123,8,8,12,114,117,6
11,116,11,11,11,115,118,4
9,123,15,8,12,115,118,5
11,122,6,12,6,116,123,7
11,119,14,16,14,118,120,8
9,117,16,4,10,111,114,4
11,127,20,18,18,122,121,8
11,125,20,8,14,116,119,7
7,121,14,12,14,115,116,5
11,118,12,12,24,117,117,6
11,125,29,12,14,116,118,7
5,114,4,4,4,113,116,4
11,124,18,14,10,118,116,7
11,121,14,12,11,116,117,6
11,116,12,8,12,115,116,5
11,118,12,12,12,115,118,5
11,116,12,12,24,117,118,8
11,128,20,14,20,118,120,7
11,118,12,12,12,116,118,6
11,121,24,10,8,117,115,4
11,117,14,12,14,115,117,8
11,118,15,6,12,117,117,5
11,129,24,14,12,119,122,5
11,124,19,8,18,116,122,9
9,123,8,8,12,114,117,6
11,127,20,10,26,119,128,7
11,122,16,10,10,117,124,8
11,122,25,10,8,115,115,6
11,122,27,10,8,117,115,6
11,119,14,12,12,116,116,5
11,121,26,14,25,118,122,6
11,126,18,12,24,121,124,8
5,117,16,4,10,113,115,4
11,122,16,8,16,116,122,8
11,121,14,10,14,117,121,5
11,123,14,14,16,121,124,8
