qiskit,shp_reduced,gleinig
502,18651,10087
502,19550,9709
502,17502,9772
502,20078,10057
502,18875,10406
502,18938,9827
502,19512,10106
502,18995,10021
502,19029,9794
502,18964,10334
502,18867,9995
502,19999,10191
502,18093,10251
502,18895,10048
502,18410,9969
502,18861,9839
502,18078,9925
502,18407,9976
502,18099,10222
502,18453,9927
502,18554,10061
502,19342,10019
502,19564,9890
502,18717,9961
502,18826,10077
502,17884,10149
502,18696,10039
502,18876,9982
502,19565,10195
502,18106,9836
502,17710,9825
502,18135,10133
502,19054,9928
502,19190,10349
502,17908,10269
502,18186,10271
502,19831,10116
502,18631,9922
502,17945,10302
502,18288,9918
502,18505,10264
502,18781,10132
502,19166,9972
502,18263,10089
502,19341,10206
502,18321,10046
502,17398,9830
502,18864,9872
502,19772,9999
502,18610,9986
502,18284,9916
502,18432,10109
502,18503,10406
502,18373,10156
502,18488,10352
502,19304,10197
502,18853,9974
502,18299,10109
502,18639,10031
502,18712,10111
502,18249,9895
502,17894,10126
502,17755,9855
502,18564,10331
502,19357,10179
502,18658,10166
502,18561,9964
502,18729,10197
502,18780,10225
502,18687,9987
502,18096,9985
502,18745,9879
502,18966,10026
502,19261,9925
502,18488,9710
502,19586,10167
502,18292,10366
502,19320,10193
502,19552,10010
502,19056,10106
502,17630,10046
502,16855,10075
502,19454,9901
502,19196,10236
502,18494,10158
502,18277,9987
502,18977,9948
502,18768,9856
502,18192,10096
502,19206,10141
502,18014,10317
502,18738,9908
502,18267,9894
502,19384,9984
502,17936,9973
502,18894,10013
502,18777,10148
502,18192,10302
502,18722,10133
502,18788,10184
502,17697,9720
502,18398,9837
502,18670,9978
502,18580,10079
502,18413,9924
502,19041,10131
502,18150,10049
502,18914,9979
502,18607,10168
502,20102,9968
502,18942,9940
502,19617,10206
502,17777,10305
502,19769,10033
502,18126,10369
502,19363,10191
502,18806,10009
502,19493,10002
502,19532,10172
502,18884,9994
502,18424,9748
502,19401,10287
502,17730,10102
502,17877,10147
502,18756,10098
502,17298,10279
502,19455,10013
502,18861,9976
502,17579,10233
502,18368,10078
502,18831,9952
502,18196,10363
502,19132,9955
502,18049,9860
502,20013,10533
502,17836,10017
502,18455,10059
502,17497,9964
502,18545,10506
502,19554,10010
502,18826,10401
502,18295,10073
502,18209,10237
502,18838,10068
502,18379,10073
502,18169,10011
502,18480,10553
502,18115,10113
502,18794,9925
502,18066,9882
502,18548,9572
502,18227,10250
502,19041,10030
502,19381,10130
502,18956,10208
502,18553,10213
502,18694,10186
502,17465,10302
502,17974,10119
502,18662,10122
502,18777,10088
502,18505,10231
502,19010,10132
502,18751,10115
502,19109,10057
502,18505,9882
502,19374,9896
502,19606,10078
502,18428,9826
502,18608,9866
502,17936,10333
502,18560,9871
502,18767,10102
502,18781,9938
502,18575,10014
502,17810,10245
502,18707,10215
502,18439,9885
502,18635,10129
502,18094,10319
502,19013,10075
502,17779,10082
502,17185,10203
502,17678,9924
502,18710,10079
502,19146,9817
502,18188,10098
502,18529,9993
502,18857,10033
502,17435,10343
502,19076,10034
502,18663,10127
502,18228,9856
502,19191,10062
502,18185,10093
502,18742,10157
502,18900,10201
502,18539,9911
502,19317,10216
502,19280,10032
502,18881,9975
502,17808,10074
502,18344,10057
502,18249,10246
502,17599,10277
502,18139,9750
502,18586,10102
502,19169,10065
502,18147,10240
502,18704,10101
502,18254,10075
502,18958,9788
502,18823,10171
502,19070,10032
502,19282,10148
502,18784,9872
502,19263,10218
502,19410,10121
502,18115,10072
502,18787,9845
502,18580,10020
502,18078,9816
502,18446,9876
502,17708,9831
502,18427,9731
502,18603,10035
502,19198,10104
502,19233,10033
502,19562,10125
502,18771,10019
502,18340,10092
502,17559,9995
502,18505,10259
502,18279,10050
502,19350,10045
502,18877,10143
502,19049,10246
502,18902,9970
502,18930,9896
502,19265,10230
502,19306,9710
502,17721,9978
502,17861,10217
502,18917,10076
502,18782,10041
502,18257,10029
502,18592,10112
502,19020,10000
502,18764,10231
502,19139,10099
502,18748,10059
502,18330,10150
502,18147,10007
502,18907,10344
502,18949,9973
502,18168,10210
502,17864,9977
502,19856,10385
502,18578,10213
502,18590,10050
502,18847,9967
502,18696,10068
502,18884,10359
502,17848,10307
502,17777,10264
502,18959,10280
502,16893,9895
502,18550,10526
502,18326,10472
502,19335,9910
502,19058,10133
502,18375,10100
502,17394,9962
502,19009,9833
502,18608,9902
502,18548,9969
502,19642,10019
502,19602,10143
502,18611,10021
502,18720,9998
502,19617,10170
502,19047,10242
502,17925,9986
502,18497,10294
502,17716,10068
502,19055,9950
502,17997,10231
502,19306,9924
502,17902,10054
502,17243,10267
502,18086,10305
502,20257,10176
502,18348,9992
502,17842,10230
502,18673,10045
502,18878,10170
502,18204,10072
502,19184,10046
502,19154,10085
502,17675,10247
502,18882,10027
502,19712,10250
502,19217,10065
502,18838,9807
502,17668,9862
502,18796,9980
502,17881,10018
502,18357,9883
502,18329,10010
502,17819,10116
502,19336,9991
502,18483,9818
502,18204,9897
502,19100,10152
502,18367,10284
502,18671,10355
502,19109,10288
502,19211,10176
502,19600,9804
502,18993,9848
502,17339,9989
502,18571,10030
502,18818,9983
502,18585,9869
502,18357,10335
502,19619,10191
502,19234,10617
502,18595,10052
502,19216,10157
502,19001,9951
502,17244,9947
502,17970,10289
502,18240,10149
502,19280,10036
502,18008,10123
502,17714,9872
502,18551,10169
502,18053,10144
502,18093,9827
502,17876,9917
502,19550,10266
502,18864,10081
502,18567,9987
502,18333,10116
502,18100,10017
502,18479,10014
502,18557,10251
502,18634,10267
502,18848,10034
502,18932,10233
502,19647,10010
502,17899,10028
502,18373,10067
502,18648,10068
502,19167,9978
502,19415,10127
502,19003,10035
502,18557,10053
502,18600,10220
502,17679,10146
502,18328,9787
502,18361,9883
502,19587,10378
502,17352,10094
502,18714,10149
502,19136,9976
502,18559,9942
502,19166,9996
502,18454,10110
502,19024,10269
502,19372,10052
502,18329,10179
502,18302,9875
502,18420,9905
502,17741,10075
502,17078,10217
502,18027,9940
502,19156,10167
502,18520,9975
502,18914,10070
502,18815,9913
502,19050,9997
502,17663,10059
502,18863,10123
502,18896,10113
502,18665,9970
502,18638,10001
502,19219,10076
502,17983,9807
502,18825,10314
502,19340,10034
502,17928,10211
502,18831,9910
502,18436,10137
502,18982,10107
502,18532,10122
502,18054,9847
502,18242,10072
502,19123,9921
502,18642,10145
502,19319,10056
502,18143,9998
502,17764,9982
502,18139,10024
502,18606,10252
502,18635,9996
502,18645,10038
502,18684,9944
502,19550,10161
502,18937,10237
502,19765,10094
502,18011,10193
502,18873,9751
502,17680,10114
502,18810,10183
502,18559,9989
502,18374,9814
502,18368,10060
502,18832,10021
502,17467,10015
502,17735,10034
502,18602,10142
502,17828,10082
502,18871,9953
502,18345,9994
502,18710,10000
502,18154,10120
502,18753,10238
502,18823,10054
502,18481,9863
502,18120,10310
502,18492,9957
502,18127,9783
502,17372,10182
502,19023,9909
502,18241,9822
502,18783,10024
502,18815,9924
502,18475,9854
502,17920,10214
502,18490,10108
502,17016,9887
502,18294,10124
502,18485,9962
502,17829,9879
502,17727,9843
502,18237,10216
502,19311,10209
502,18666,10105
502,18484,10055
502,18032,10122
502,17899,9796
502,19777,10198
502,19581,10001
502,18007,9910
502,19130,10360
502,18416,10126
502,19774,9963
502,19120,9954
502,17958,10018
502,17677,9945
502,18244,10048
502,18893,10067
502,18857,10011
502,17987,10081
502,18310,10106
502,19418,10065
502,18363,9910
502,18846,10067
502,19177,10024
502,19093,10176
502,19468,10148
502,18075,10366
502,18879,10216
502,18799,10056
502,19015,10161
502,18465,10258
502,19240,9994
502,18972,9916
502,18828,9897
502,17758,10091
502,18539,10138
502,18409,10065
502,18712,9905
502,17603,10169
502,18761,9742
502,19618,9900
502,18961,9727
502,19594,10247
502,18923,10106
502,18898,9855
502,19315,10140
502,18640,10173
502,19064,10276
502,19122,9986
502,18836,10171
502,17506,10109
502,17274,10237
502,19032,10067
502,18660,9985
502,19611,10058
502,19264,10034
502,19282,10000
502,18399,10080
502,18738,10027
502,18558,10107
502,18178,10014
502,18651,9892
502,18946,9897
502,17645,9991
502,18893,9820
502,19421,10196
502,18664,9828
502,19494,9907
502,19487,10147
502,20023,10207
502,19282,9800
502,19341,10259
502,18442,9972
502,18806,9755
502,18832,10266
502,18503,10300
502,18147,9997
502,18241,9900
502,17775,9948
502,19692,10188
502,18500,10158
502,18629,9982
502,18476,10233
502,19273,9955
502,19030,10212
502,19352,10130
502,18245,10204
502,19099,10100
502,18964,10091
502,18683,10037
502,18674,9970
502,18714,10013
502,18597,10081
502,17817,10051
502,18127,10112
502,17997,9920
502,17656,10022
502,18387,9882
502,18050,10208
502,18089,9926
502,18564,10038
502,17864,10001
502,18371,10252
502,18548,10178
502,18700,10228
502,18541,10186
502,18628,9946
502,18742,9906
502,18367,10030
502,19148,9954
502,18731,9898
502,17751,9962
502,18400,9902
502,19663,10139
502,17596,10134
502,18403,10193
502,17250,10093
502,19170,10114
502,19554,9787
502,18571,9719
502,18805,10220
502,19602,10014
502,18162,9914
502,19148,9988
502,18803,9865
502,18985,10014
502,18238,9917
502,17703,9927
502,18512,10207
502,19443,9808
502,19484,9940
502,17565,10026
502,18015,10064
502,17736,10162
502,19018,9970
502,19083,10272
502,18706,10092
502,19178,10244
502,18495,10017
502,18793,10110
502,18062,10059
502,19017,10023
502,19071,9924
502,18524,9974
502,17991,9867
502,18565,10028
502,18823,10320
502,18742,9985
