qiskit,shp_reduced,shp,random,random_reduced,mst,mst_reduced,linear,linear_reduced,graycode_reduced,qiskit_dense,multiedge_dense,multiedge
2014,99,3247,3276,177,3237,116,3264,132,136,150,368,147
2036,115,3249,3273,147,3243,145,3258,122,115,147,389,149
2036,130,3245,3276,172,3235,118,3288,141,142,144,384,149
2036,107,3247,3280,199,3232,128,3257,143,118,136,378,129
2036,106,3245,3262,185,3244,136,3262,136,132,134,375,133
2036,108,3242,3284,160,3239,126,3259,114,126,146,361,156
2036,126,3238,3266,197,3235,121,3251,126,156,135,351,153
2036,117,3241,3274,199,3226,111,3252,122,123,141,327,124
2036,110,3235,3284,178,3230,97,3252,120,138,138,335,138
2036,111,3248,3275,184,3244,110,3262,128,119,136,339,144
2036,108,3241,3287,180,3239,122,3274,140,131,162,417,131
2036,110,3243,3277,182,3235,129,3251,118,143,136,380,152
2028,82,3236,3276,169,3230,118,3261,145,124,132,354,127
2036,115,3240,3265,166,3236,113,3260,182,146,136,321,149
2036,114,3244,3273,200,3235,126,3253,122,128,146,363,126
2036,101,3245,3277,162,3237,120,3274,147,129,138,336,132
2036,110,3248,3248,135,3236,119,3258,124,118,145,336,141
2036,114,3248,3268,184,3240,104,3271,129,122,131,357,128
2036,81,3222,3253,154,3221,106,3240,113,89,119,320,124
2036,119,3247,3268,162,3240,111,3267,135,141,155,338,153
2036,89,3241,3269,172,3232,123,3270,127,126,150,364,158
2008,102,3236,3266,151,3231,102,3261,146,139,122,352,134
2036,98,3236,3290,176,3227,132,3239,135,124,121,328,150
1974,110,3245,3269,194,3239,108,3258,144,114,159,370,145
2036,108,3242,3270,183,3233,119,3265,150,109,120,283,188
2036,110,3245,3280,153,3238,123,3258,141,129,103,345,141
2036,101,3245,3284,174,3235,109,3258,122,112,119,344,135
2036,93,3242,3257,151,3230,129,3253,148,142,110,297,161
2036,110,3244,3269,189,3232,106,3262,130,160,137,339,142
2036,116,3248,3271,198,3239,129,3268,164,146,132,316,153
2036,124,3261,3257,156,3248,134,3270,129,139,146,316,136
2036,115,3247,3279,176,3238,118,3275,138,126,140,371,139
2036,99,3246,3279,161,3242,107,3259,124,128,138,350,138
2036,103,3246,3263,157,3240,111,3253,136,155,150,337,137
2036,108,3240,3285,177,3236,113,3271,141,129,134,383,153
2036,101,3239,3265,196,3224,110,3258,139,123,110,334,133
2036,153,3254,3278,184,3246,134,3257,125,125,140,372,135
2036,109,3246,3275,153,3235,115,3275,164,119,156,330,140
2036,112,3232,3257,198,3223,92,3242,105,110,124,392,142
2036,117,3241,3281,179,3238,102,3262,124,137,146,329,153
2036,89,3231,3260,180,3229,90,3259,136,113,141,346,130
2036,129,3245,3280,162,3233,109,3264,175,123,164,316,159
2036,108,3248,3278,161,3235,120,3258,114,132,135,355,131
2036,109,3241,3261,148,3235,137,3264,128,108,144,335,141
2036,119,3245,3260,127,3235,106,3253,120,122,121,327,149
2036,127,3243,3272,129,3242,135,3264,141,141,125,380,139
2036,93,3234,3275,180,3230,110,3256,133,114,151,353,143
2036,96,3238,3256,163,3233,121,3251,109,134,149,358,144
1992,111,3241,3258,202,3228,105,3249,126,147,129,354,156
2036,108,3239,3281,171,3242,119,3267,147,131,129,349,134
2030,135,3242,3246,198,3234,106,3255,115,152,136,322,146
2036,130,3246,3278,178,3234,111,3246,98,95,140,338,134
2036,110,3238,3259,163,3232,96,3254,128,118,154,335,144
2036,112,3249,3287,188,3235,129,3268,137,141,141,344,154
2036,108,3240,3268,203,3229,102,3291,165,154,145,350,145
2036,92,3229,3259,161,3220,103,3248,134,110,114,345,156
2036,112,3247,3268,180,3239,110,3255,124,135,130,360,141
2036,104,3240,3262,145,3229,110,3249,123,121,125,371,129
2036,87,3235,3281,176,3232,103,3243,119,128,115,352,130
2032,114,3247,3262,170,3239,119,3267,141,133,138,318,123
2036,100,3238,3290,183,3227,98,3258,135,145,121,352,156
2036,105,3233,3270,186,3229,112,3258,115,107,143,296,153
2036,114,3242,3271,198,3239,95,3274,145,135,142,320,131
2036,119,3242,3275,133,3235,120,3265,132,124,148,331,157
2036,103,3244,3274,197,3242,144,3257,133,163,143,382,133
2036,101,3244,3265,159,3239,100,3259,127,127,121,341,154
2036,102,3236,3278,188,3222,122,3254,121,115,123,309,138
2036,106,3241,3298,163,3237,113,3260,130,145,120,314,132
2036,114,3251,3264,159,3235,121,3265,139,153,129,345,147
2032,104,3240,3284,161,3229,104,3271,141,117,144,463,129
2036,106,3242,3280,206,3233,112,3263,126,128,147,325,157
2036,84,3235,3271,185,3234,108,3267,148,148,135,368,147
2036,107,3245,3278,138,3240,122,3257,123,118,134,346,138
2036,110,3247,3265,150,3240,119,3261,117,173,155,346,135
2036,101,3232,3279,183,3223,88,3265,164,156,148,325,127
2036,125,3252,3286,174,3248,127,3278,147,130,156,381,139
1954,121,3245,3266,156,3239,132,3265,131,130,123,348,140
2036,101,3241,3279,173,3231,117,3260,117,147,116,375,152
2036,112,3245,3273,154,3236,129,3256,129,118,122,343,135
2036,106,3237,3276,182,3238,122,3257,140,164,133,344,118
2036,128,3251,3268,167,3243,119,3257,125,133,142,331,143
2036,104,3241,3270,166,3244,125,3264,135,145,139,366,141
2036,124,3250,3291,174,3243,118,3271,135,130,141,374,166
2036,112,3245,3266,149,3239,110,3278,144,147,141,313,135
2036,96,3233,3260,115,3227,106,3258,112,140,123,319,136
2006,102,3235,3266,217,3225,94,3262,138,185,128,337,152
2036,99,3242,3280,176,3238,132,3253,128,114,121,298,178
2036,82,3233,3239,129,3231,138,3254,122,124,127,362,109
2036,96,3241,3263,133,3236,107,3263,144,144,127,367,121
2036,128,3252,3286,164,3238,125,3268,154,142,145,329,142
2024,123,3254,3264,167,3244,133,3259,135,139,147,379,140
2036,105,3241,3268,196,3231,106,3247,114,127,149,344,119
2036,115,3240,3261,162,3237,152,3261,121,145,127,340,133
2030,125,3247,3286,153,3240,120,3259,109,117,150,310,142
2036,100,3240,3260,170,3233,106,3249,131,111,166,312,157
2036,106,3234,3263,164,3226,98,3247,142,166,118,334,122
2036,92,3243,3274,149,3236,120,3271,145,122,142,346,122
2036,120,3245,3281,198,3231,114,3278,174,173,118,350,158
1976,122,3248,3284,177,3240,124,3260,126,159,117,295,131
2006,103,3238,3280,155,3238,112,3266,132,150,111,299,142
2036,95,3244,3271,168,3236,111,3262,138,122,160,323,150
2036,101,3241,3268,151,3232,97,3259,126,124,122,308,134
2036,122,3249,3286,152,3243,124,3281,151,148,133,328,127
2036,155,3255,3269,146,3243,133,3261,135,153,166,371,144
2036,105,3241,3272,123,3232,104,3261,127,182,138,341,148
2036,101,3244,3279,185,3238,107,3262,130,114,157,318,144
2036,101,3240,3288,164,3241,106,3260,133,131,152,384,141
2036,108,3246,3271,213,3235,115,3272,149,118,162,315,124
2036,171,3253,3296,190,3242,136,3262,161,134,130,327,146
1996,124,3239,3255,180,3234,139,3253,158,144,116,359,163
2036,118,3244,3267,189,3234,111,3269,125,133,159,350,136
2036,121,3247,3282,146,3244,126,3264,122,109,153,374,150
2036,120,3250,3265,147,3244,117,3267,140,123,124,367,149
2036,120,3241,3273,215,3229,106,3263,119,120,132,380,137
2028,100,3231,3247,150,3226,117,3239,111,136,134,327,140
2036,124,3240,3278,190,3230,105,3258,123,146,133,370,154
