qiskit,shp_reduced,gleinig,greedy_linear
57,754,374,641
57,787,380,600
57,730,379,655
57,736,379,737
57,836,379,687
57,687,393,599
57,779,375,732
57,795,379,670
57,753,392,729
57,736,378,718
57,776,378,644
57,708,388,588
57,818,375,684
57,724,393,617
57,750,372,593
57,712,377,697
57,744,399,618
57,680,382,654
57,882,399,668
57,642,389,688
57,703,378,616
57,826,399,615
57,767,378,734
57,644,379,728
57,715,379,695
57,872,375,670
57,724,372,714
57,701,379,704
57,691,374,692
57,651,379,665
57,621,377,685
57,709,405,778
57,759,391,723
57,762,392,627
57,729,378,675
57,802,419,664
57,765,375,635
57,791,378,650
57,648,388,641
57,713,387,730
57,737,396,726
57,656,416,714
57,835,378,698
57,712,371,718
57,800,389,663
57,777,373,690
57,815,374,541
57,667,372,695
57,654,373,726
57,759,409,699
57,732,373,634
57,869,394,648
57,747,363,663
57,651,403,684
57,725,381,593
57,710,372,694
57,676,419,681
57,870,377,709
57,699,395,668
57,734,395,611
57,737,369,625
57,657,417,606
57,770,379,666
57,770,393,666
57,750,409,659
57,776,392,643
57,738,372,601
57,703,375,684
57,774,420,714
57,746,370,683
57,768,396,698
57,782,374,638
57,684,381,627
57,781,401,649
57,759,414,716
57,805,407,593
57,717,375,605
57,886,396,690
57,660,377,593
57,838,380,649
57,641,393,618
57,773,422,660
57,793,391,776
57,740,413,671
57,675,374,682
57,718,375,683
57,644,378,663
57,803,396,638
57,810,373,600
57,693,396,672
57,812,372,635
57,629,372,652
57,696,375,698
57,748,399,675
57,825,382,675
57,674,389,729
57,723,417,705
57,648,395,643
57,729,378,766
57,824,381,686
57,730,391,627
57,656,380,645
57,699,380,627
57,602,391,630
57,739,419,684
57,731,384,642
57,802,396,703
57,725,374,614
57,670,379,560
57,744,413,639
57,678,378,650
57,759,413,643
57,837,397,623
57,769,375,678
57,697,377,725
57,646,374,577
57,628,389,774
57,659,397,639
57,758,386,748
57,715,375,625
57,772,373,717
57,813,377,723
57,705,395,691
57,711,412,653
57,742,392,649
57,699,398,634
57,782,398,623
57,666,380,703
57,664,369,764
57,703,421,580
57,752,411,716
57,833,379,667
57,725,403,655
57,618,375,654
57,692,381,584
57,678,392,582
57,684,367,629
57,678,378,677
57,944,377,739
57,750,374,653
57,807,376,713
57,759,373,670
57,748,389,565
57,786,376,620
57,721,439,696
57,782,384,666
57,698,401,708
57,737,390,603
57,711,376,664
57,786,378,627
57,777,378,641
57,705,371,695
57,827,381,671
57,705,396,588
57,664,374,676
57,783,374,631
57,571,416,561
57,838,381,614
57,689,390,760
57,835,397,734
57,711,376,674
57,770,374,672
57,713,404,724
57,784,391,673
57,682,374,599
57,799,418,733
57,797,394,573
57,600,374,661
57,763,380,706
57,734,393,659
57,811,396,665
57,699,375,637
57,830,375,701
57,823,397,724
57,764,375,637
57,728,393,629
57,710,376,609
57,742,397,684
57,693,390,632
57,791,377,743
57,643,383,660
57,731,417,656
57,717,378,618
57,766,372,604
57,713,420,661
57,763,372,627
57,677,403,642
57,759,377,742
57,748,388,704
57,696,375,587
57,739,414,594
57,781,395,655
57,805,416,682
57,752,378,692
57,756,400,669
57,797,389,694
57,775,393,707
57,706,369,558
57,733,374,678
57,760,378,768
57,736,374,666
57,771,378,668
57,754,398,648
57,675,373,578
57,730,376,639
57,637,397,686
57,764,374,594
57,717,400,660
57,890,388,675
57,726,391,680
57,653,377,662
57,864,374,736
57,836,407,627
57,714,391,688
57,753,379,675
57,747,378,688
57,719,385,612
57,830,392,724
57,696,378,657
57,856,417,694
57,892,380,522
57,744,378,606
57,744,368,624
57,883,408,600
57,679,396,594
57,727,380,606
57,750,377,610
57,723,372,715
57,719,377,703
57,762,396,724
57,754,394,660
57,815,375,615
57,829,375,708
57,696,371,667
57,588,375,667
57,656,384,575
57,789,376,583
57,720,390,669
57,655,381,653
57,893,374,808
57,730,383,719
57,718,382,621
57,688,371,734
57,661,378,680
57,850,371,596
57,772,380,714
57,646,397,586
57,759,379,742
57,792,378,676
57,811,386,662
57,812,388,653
57,701,375,628
57,719,377,572
57,792,370,579
57,657,375,681
57,875,380,764
57,699,390,658
57,730,375,791
57,688,402,633
57,894,391,641
57,676,391,671
57,750,393,593
57,603,375,659
57,702,405,571
57,765,392,652
57,749,369,631
57,761,401,756
57,765,374,697
57,687,373,634
57,710,376,750
57,662,373,621
57,713,398,748
57,565,382,699
57,673,373,670
57,664,392,664
57,685,385,646
57,607,376,649
57,656,369,663
57,790,377,722
57,704,365,636
57,663,377,634
57,846,394,767
57,692,372,635
57,719,415,684
57,698,374,707
57,785,384,705
57,647,368,656
57,627,416,634
57,579,400,648
57,658,418,639
57,677,380,754
57,675,377,628
57,711,415,723
57,805,400,644
57,586,404,742
57,815,370,708
57,708,393,662
57,689,390,659
57,688,372,772
57,800,375,650
57,844,374,613
57,704,403,655
57,855,378,676
57,709,370,674
57,702,370,681
57,782,396,661
57,618,375,575
57,849,374,620
57,761,376,730
57,714,408,574
57,753,373,641
57,811,390,626
57,827,419,614
57,788,374,696
57,697,376,628
57,640,373,593
57,766,377,680
57,683,376,649
57,851,371,673
57,723,397,568
57,748,378,756
57,730,371,716
57,732,394,672
57,863,376,747
57,714,383,725
57,835,416,625
57,723,400,644
57,756,380,643
57,745,375,640
57,696,373,716
57,650,368,620
57,801,389,707
57,675,375,663
57,702,382,600
57,682,380,660
57,754,396,661
57,767,377,653
57,749,391,644
57,782,379,641
57,789,372,743
57,782,373,567
57,741,374,635
57,664,375,573
57,714,376,619
57,844,380,670
57,815,377,672
57,665,373,605
57,680,392,648
57,692,402,580
57,767,394,775
57,797,372,670
57,647,376,621
57,760,402,642
57,693,389,692
57,641,368,584
57,667,373,719
57,632,375,644
57,723,396,636
57,772,381,631
57,624,392,681
57,689,377,671
57,866,374,618
57,734,380,673
57,683,373,638
57,744,392,765
57,770,392,698
57,664,370,741
57,801,377,680
57,706,371,593
57,945,377,752
57,763,399,666
57,740,390,698
57,820,382,687
57,690,376,628
57,730,369,724
57,813,395,723
57,737,410,643
57,589,379,712
57,656,374,638
57,688,389,576
57,671,405,695
57,799,400,617
57,639,356,634
57,741,397,649
57,597,390,659
57,790,380,539
57,621,377,566
57,854,391,660
57,832,390,617
57,731,375,677
57,717,376,636
57,825,374,772
57,738,375,689
57,627,396,570
57,711,402,630
57,724,392,651
57,774,404,598
57,899,373,657
57,753,378,650
57,738,400,690
57,825,433,649
57,742,366,592
57,671,387,705
57,704,374,605
57,722,394,659
57,767,376,737
57,775,373,643
57,700,377,682
57,774,378,614
57,750,375,684
57,732,411,661
57,601,405,561
57,776,375,688
57,795,371,643
57,746,375,703
57,852,410,618
57,857,373,681
57,712,416,611
57,847,393,690
57,745,419,705
57,753,371,582
57,847,417,712
57,737,375,721
57,676,402,594
57,691,389,741
57,697,374,751
57,674,370,597
57,753,377,674
57,644,374,541
57,724,377,654
57,752,375,601
57,719,378,592
57,875,379,679
57,804,396,558
57,733,403,711
57,703,376,685
57,676,379,596
57,669,374,636
57,751,370,634
57,630,405,705
57,777,373,640
57,785,384,702
57,736,374,710
57,831,389,649
57,721,378,609
57,647,379,590
57,626,381,716
57,680,366,682
57,819,412,676
57,707,400,748
57,814,393,635
57,810,375,759
57,761,394,728
57,744,392,556
57,641,385,603
57,760,371,608
57,752,371,646
57,806,376,703
57,740,381,616
57,723,375,657
57,774,390,650
57,772,391,712
57,703,393,728
57,834,374,732
57,745,402,673
57,726,390,704
57,686,376,703
57,749,388,702
57,620,379,693
57,799,379,675
57,759,409,707
57,802,372,751
57,709,374,701
57,695,379,674
57,904,372,742
57,827,390,656
57,801,375,727
57,779,360,677
57,706,419,644
57,798,427,614
57,736,409,642
57,780,403,603
57,787,379,644
57,680,370,628
57,656,394,576
57,724,394,683
57,712,382,587
57,732,395,599
57,744,393,659
57,855,392,688
57,691,376,643
57,694,377,628
57,791,377,562
57,766,377,806
57,772,369,699
57,711,391,652
57,831,377,647
57,822,415,649
57,764,392,699
57,683,380,784
57,740,416,649
57,605,383,600
57,807,400,730
57,832,375,586
57,621,386,724
57,800,373,638
57,701,378,618
57,643,394,640
57,801,406,680
57,605,421,669
57,683,376,697
57,753,377,673
57,747,399,663
57,695,372,731
57,823,377,706
57,784,413,689
57,770,376,663
57,670,375,732
57,692,376,640
57,729,398,667
57,640,374,607
57,737,372,708
57,800,385,640
57,732,380,596
57,868,373,714
57,799,388,719
57,722,395,609
57,878,374,661
57,603,396,680
57,717,397,740
57,752,377,609
57,733,394,705
57,652,400,582
57,685,404,583
57,803,374,689
57,627,381,700
57,675,398,660
57,798,395,692
57,695,375,595
57,843,373,571
57,668,389,655
57,697,388,623
57,767,372,573
57,769,383,700
57,714,372,670
57,762,379,674
57,752,376,682
57,737,377,603
57,795,377,650
57,700,381,629
57,680,372,682
57,731,375,699
57,730,394,701
57,819,376,669
57,714,395,593
57,636,369,754
57,662,396,773
57,669,372,613
57,697,397,683
57,724,374,597
57,755,402,680
57,823,394,689
57,690,374,625
57,758,377,587
57,805,375,598
57,658,405,694
57,691,370,586
57,613,393,664
57,681,396,714
57,612,375,652
57,756,433,684
57,736,377,649
57,672,377,588
57,696,372,618
57,702,395,747
57,658,388,639
57,621,413,640
57,765,374,597
57,805,376,627
57,650,390,571
57,725,374,724
57,762,375,680
57,789,380,757
57,792,402,564
57,603,377,710
57,804,390,641
57,712,373,769
57,727,389,715
57,869,402,590
57,731,399,683
57,727,390,653
57,786,379,646
57,664,403,726
57,734,386,596
57,683,418,628
57,711,395,605
57,631,371,543
57,932,384,555
57,803,389,625
57,679,372,633
57,848,375,642
57,615,378,689
57,785,376,674
57,781,379,628
57,665,395,651
57,773,412,613
57,664,385,643
57,725,374,729
57,758,371,673
57,731,371,759
57,622,385,690
57,692,394,581
57,808,381,641
57,664,400,631
57,687,379,706
57,724,401,655
57,719,392,626
57,761,419,713
57,803,387,612
57,785,375,683
57,742,378,701
57,649,392,615
57,718,398,668
57,817,416,570
57,773,381,604
57,710,392,656
57,793,376,629
57,689,421,684
57,791,367,655
57,802,418,668
57,777,380,592
57,851,379,724
57,663,377,637
57,695,394,534
57,764,378,586
57,698,405,639
57,659,377,636
57,885,418,602
57,716,378,696
57,764,380,705
57,779,392,680
57,750,411,687
57,751,416,672
57,745,368,650
57,639,370,624
57,655,369,701
57,668,372,602
57,786,375,664
57,688,381,739
57,712,401,675
57,751,387,740
57,709,392,642
57,820,370,665
57,701,377,690
57,711,378,669
57,822,402,584
57,743,373,675
57,753,379,687
57,590,375,643
57,654,366,629
57,710,393,652
57,672,380,765
57,654,387,655
57,656,376,628
57,638,375,558
57,669,372,603
57,777,390,768
57,726,391,683
57,619,379,758
57,812,412,682
57,748,394,632
57,769,373,633
57,632,384,618
57,763,374,687
57,697,379,687
57,758,422,644
57,693,381,630
57,850,395,688
57,727,396,619
57,745,376,625
57,659,410,656
57,689,375,651
57,797,403,580
57,760,396,623
57,651,396,640
57,740,370,724
57,759,378,613
57,666,375,628
57,738,370,702
57,760,379,629
57,753,372,692
57,850,389,662
57,674,378,604
57,760,391,665
57,818,380,644
57,652,415,609
57,743,391,638
57,735,392,742
57,875,416,679
57,645,383,654
57,890,375,642
57,716,415,573
57,618,376,602
57,804,373,741
57,680,403,637
57,819,376,691
57,660,377,646
57,782,372,683
57,717,414,673
57,826,380,707
57,757,394,664
57,783,379,600
57,827,379,679
57,825,375,674
57,703,374,730
57,675,373,554
57,708,391,677
57,773,398,629
57,791,386,581
57,711,371,562
57,830,376,750
57,773,377,671
57,763,379,712
57,776,373,756
57,669,398,613
57,668,377,654
57,741,368,624
57,666,377,621
57,769,389,654
57,806,402,669
57,728,378,685
57,785,395,651
57,712,375,652
57,637,380,669
57,705,370,559
57,954,373,688
57,710,376,691
57,728,373,655
57,780,403,723
57,723,369,612
57,723,370,596
57,803,397,644
57,749,396,634
57,673,396,651
57,746,371,583
57,825,372,611
57,764,380,654
57,684,373,615
57,786,396,725
57,717,379,722
57,725,390,696
57,766,372,648
57,751,384,651
57,790,371,623
57,654,411,635
57,628,392,658
57,766,396,697
57,783,376,612
57,781,421,704
57,864,376,700
57,765,405,685
57,813,378,657
57,863,401,564
